QUEST_20150317_000032	เฮ้ เดี๋ยวก่อนเช่{nl}ท่านก็รู้นี่นาว่าเงินจำนวนเท่านี้มันยังไม่พอ	공짜로는 좀.. 죄송합니다.{nl}아실만한 분이 더 그러시면..				
QUEST_20150317_000033	ข้าทำแบบนั้นไม่ได้หรอก!{nl}ข้าไม่สามารถทำงานให้ใครโดยที่ไม่ได้ค่าตอบแทนหรอกนะ แม้แต่ท่านที่เป็น ผู้หยั่งรู้ก็ไม่มีข้อยกเว้น	공짜로는 안된다니까요. {nl}아무리 계시자님이라도 되는 게 있고 안 되는 게 있는 법이지요.				
QUEST_20150317_000034	Wandering Merchant	방랑 상인				
QUEST_20150317_000035	ข้าเป็นเพียงผู้ที่เดินทางไปตามสายลม เปรียบดั่งเมล็ดของดอก Dandelion{nl}ในเมื่อบางสิ่งทำให้เราได้มาพบกันอย่างน่าประหลาดเช่นนี้แล้ว บางทีท่านอาจจะอยากชมความประหลาดที่ข้าอยากนำเสนอดูบ้างกระมัง?	이 가련한 몸, 소개하자면 한 줄기 바람에 이끌려 방랑하는 민들레 홀씨이외다.{nl}이렇게 만난 것도 기이한 인연인데 좋은 물건 한 번 구경해 보시겠소?				
QUEST_20150317_000036	Kristina	크리스티나				
QUEST_20150317_000037	ยินดีต้อนรับจ้า!{nl}กำลังมองหาเพื่อนร่วมการเดินทางอยู่ใช่มั้ย?{nl}ถ้าอย่างนั้นท่านก็มาถูกที่แล้วล่ะ ท่านจะไม่ได้พบกับที่ใดที่สามารถหาคู่หูได้ดีเท่าที่นี่อีกแล้ว!	어서 오세요.{nl}마음 맞는 친구를 찾으시나 보네요.{nl}여행엔 요 녀석들만큼 좋은 동반자는 찾기 힘들지요.				
QUEST_20150317_000038	ท่านสามารถสั่งให้คู่หูของเจ้าดูเจ้าสู้เฉยๆ หรือจะสอนความสามารถพิเศษให้มันก็ยังได้{nl}และถ้าสามารถทำให้มันรักท่านได้ในระดับหนึ่ง ท่านจะสามารถซื้ออุปกรณ์สวมใส่เจ๋งๆ ให้มันได้ด้วยนะ!{nl}	컴패니언에게 당신이 싸우는 것을 옆에서 지켜 보게 하거나 특성 훈련을 시킬 수도 있어요.{nl}좀 더 애정이 가는 컴패니언이라면 멋진 장비를 사줄 수도 있겠지요.{nl}				
QUEST_20150317_000039	และการเติบโตของพวกมันยังช่วยทำให้ได้รับค่าความอึดและการหลบหลีกที่มากขึ้นเมื่อท่านขึ้นขี่มัน!{nl}ฟังแล้วคิดยังไงบ้างล่ะ? อยากจะรับพวกมันไปเลี้ยงไว้สักตัวมั้ย?	당신의 사랑을 받고 자란 컴패니언은 탑승자의 체력과 회피율을 높여줄 거예요.{nl}어때요. 이만 하면 멋진 당신의 동반자가 아닐까요?				
QUEST_20150317_000040	กล่องใบนี้ต้องใช้กุญแจที่เหมาะสมเพื่อเปิด	상자에 맞는 열쇠가 필요합니다.				
QUEST_20150317_000041	เลือกเควส	퀘스트 선택				
QUEST_20150317_000042	เปลี่ยนแปลงสถานะของเควส	퀘스트 상태변경				
QUEST_20150317_000043	ต้องการเริ่มทันที?	강제 시작?				
QUEST_20150317_000044	ไอเทมที่จะถูกลบ	삭제할 아이템				
QUEST_20150317_000045	เลือก GenType	GenType 선택				
QUEST_20150317_000046	เลือกพิกัด	좌표 선택				
QUEST_20150317_000047	Knight Titas	기사 티타스				
QUEST_20150317_000048	ถ้าอย่างนั้น ท่านจงไปพบ Knight Commander Uska ในเมือง Klaipeda เถอะ{nl}แต่ก่อนอื่น ข้ามีเรื่องสำคัญต้องพูดกับท่านก่อน ตามข้ามา	맞다면 클라페다의 기사단장 우스카님을 찾아가게.{nl}하지만 그 전에 긴히 할 얘기가 있으니 따라오게.				
QUEST_20150317_000049	มันคงจะดีหากว่าจะมีช่วงเวลาให้ข้าได้ผ่อนคลายสักหน่อย…	잠시 쉴 틈이 있으면 좋겠군..				
QUEST_20150317_000050	Sparnas…{nl}เป็นศัตรูที่ไม่ควรประมาท…	스파르나스..{nl}만만치 않은 상대..				
QUEST_20150317_000051	Soldier Moody	병사 무디				
QUEST_20150317_000052	เรารีบจัดการสัตว์ประหลาดพวกนี้กันก่อนเถอะ แล้วค่อยคุยกัน	우선 이 몬스터를 처리하고 이야기하지요.				
QUEST_20150317_000053	Joint Investigation Team - Scott	합동조사단 스캇				
QUEST_20150317_000054	ข้าน่ะ ปรารถนาถึงช่วงเวลาที่กลุ่มของข้าจะไม่มีความจำเป็นอีกต่อไปมานานมากแล้ว…{nl}มันคงเป็นยุคแสนสงบสุข…	우리 합동조사단이 필요 없어지는 날이 빨리 왔으면 좋겠는데..{nl}아, 평화로운 세상 말이야. 하하..{nl}				
QUEST_20150317_000055	ข้าไม่รู้ว่าจะเริ่มจากตรงไหนดี{nl}ท่านรู้อะไรมาบ้างล่ะ?	처음부터 시작하려니 감이 잡히는 게 없네.{nl}혹시 넌 뭐 들은 건 없어?				
QUEST_20150317_000056	โดยนักบวชราชโองการ พวกข้ามาที่ป่านี้เพื่อตรวจสอบเกี่ยวกับเหตุการณ์ประหลาด{nl}มีผู้เห็นเหตุการณ์รายงานว่าได้เห็นบางสิ่งที่มีใบหน้าขนาดใหญ่และนิ้วมือผอมแห้ง{nl}มันคืออะไรกันแน่นะ?	우린 왕실의 명령으로 이 숲에서 벌어지고 있는 기이한 사건을 조사하러 왔어.{nl}목격자들 말로는 커다란 얼굴과 앙상한 손가락을 보았다는군.{nl}도대체 그게 뭐람?				
QUEST_20150317_000057	เมื่อสมัยก่อนมักจะมีผู้แสวงบุญเดินทางผ่านป่าผืนนี้{nl}แต่ดูตอนนี้สิ มีแต่ทหารอยู่เต็มไปหมดเพราะต้องอยู่เฝ้าคอยจัดการพวกสัตว์ประหลาดที่โผล่ออกมา	과거에는 순례자들이 이 숲을 거쳐 가는 일도 있었죠.{nl}하지만 지금은 몬스터 때문에 병사들만 가득하네요.				
QUEST_20150317_000058	ตั้งแต่อดีตจนถึงเมื่อสี่ปีก่อน พวกเราได้รับพรจากเหล่าเทพธิดาอยู่บ่อยครั้ง มันทำให้เราได้รับรู้ถึงการคงอยู่ของพวกนาง{nl}แต่ในเวลานี้ ไม่ว่าจะร่วมกันสวดอ้อนวอนเท่าไรกลับไม่มีสิ่งใดเกิดขึ้นเลย{nl}หรือนี่พวกนางได้ทอดทิ้งเราไปแล้วจริงๆ ?	4년 전까지만 해도 여신들께선 종종 모습을 드러내셨죠.{nl}그런데 지금은 아무리 기도를 드려도 미동조차 없으시네요.{nl}정말 우리를 버리신 걸까요?				
QUEST_20150317_000059	ผบ. Vacenin ออกไปจัดการภารกิจที่แคว้นต่างๆ ด้วยตัวเองน่ะ{nl}เขาไม่ค่อยชอบอยู่ในเมืองสักเท่าไหร่	바세닌님께서는 각 지역을 직접 오가면서 일을 처리하십니다.{nl}도시에 계시면 답답하시다면서 말이죠.				
QUEST_20150317_000060	เจ้าแค่มาหาที่พักเฉยๆ หรืออยากจะมาสมัครเข้าร่วมกับกองทัพล่ะ?{nl}ถ้าเจ้าสนใจ ข้าสามารถพาเจ้าไปแนะนำกับผู้บังคับบัญชาระดับสูงได้เลยนะ	혹시 여기 계속 머무르시거나 군인이 되실 생각은 없으십니까?{nl}생각이 있다면 제가 상부에 잘 말해보겠습니다.				
QUEST_20150317_000061	เจ้าอย่าได้ประมาทไปล่ะ พวกสัตว์ประหลาดน่ะ มันโผล่ออกมาไม่เลือกที่เลือกเวลาหรอกนะ	언제 어디서 몬스터가 덤빌지 모르니 방심할 수 없어요.				
QUEST_20150317_000062	โอ… เทพธิดา Zemyna ท่านหายไปอยู่ที่ใดกัน…	제미나 여신께선 도대체 어디로 가셨는지..				
QUEST_20150317_000063	ท่านเรียกสิ่งนี้ว่าอะไรเหรอ?	이게 다 도대체 뭐랍니까.				
QUEST_20150317_000064	ข้าคิดว่าเทพธิดาแห่งผืนพสุธา Zemyna น่ะ นางคงจะรู้สึกเศร้าโศกกว่าผู้ใดเป็นแน่แท้	누구보다도 대지의 여신인 제미나님께서 슬퍼하실 겁니다.				
QUEST_20150317_000065	ที่นี่น่ะเป็นถิ่นที่อาศัยของพวก Pokubu แต่บางทีก็มีสัตว์ประหลาดที่หน้าตาไม่คุ้นออกมาให้เห็นอยู่บ้าง	포쿠부는 예전에도 본 적이 있죠.{nl}하지만 이 녀석 말고도 가끔 알 수 없는 몬스터도 나타납니다.				
QUEST_20150317_000066	ข้าได้ลองคิดไตร่ตรองดูแล้ว เหล่าเทพธิดาจะต้องละทิ้งพวกเราไปแล้วแน่ๆ{nl}ไม่อย่างนั้นก็คงไม่มีสัตว์ประหลาดออกมามากมายขนาดนี้หรอก	제 생각에는요. 여신께서 우리를 버린 게 틀림없어요.{nl}그게 아니라면 몬스터가 저렇게 많을 리 없죠.				
QUEST_20150317_000067	ว่ากันว่ามีชายผู้ได้รับพรจากองค์เทพธิดาอาศัยอยู่ในป่านี้	이 근방 숲에 여신의 힘을 받은 사람이 산다는데..				
QUEST_20150317_000068	ข้าอยากกลับบ้าน	고향으로 돌아가고 싶습니다.				
QUEST_20150317_000069	ดูเหมือนจำนวนของพวกสัตว์ประหลาดจะไม่ลดลงเลยนะ ไม่ว่าเราจะฆ่ามันไปเท่าไหร่	여기서 아무리 몬스터를 잡아도 도통 줄어들지 않습니다.				
QUEST_20150317_000070	ผู้หยั่งรู้ Julian ส่งท่านมาที่นี่หรือ?	계시자라니, 줄리안이 보낸 거요?				
QUEST_20150317_000071	ข้าประหลาดใจจริงๆ{nl}ท่านเป็นคนแรกที่ข้าได้พบตลอดระยะเวลาหลายปีมานี้{nl}	그럴 리가 없어요.{nl}최근 몇 년간 이 숲에서 만난 사람은 당신이 처음인걸요.{nl}				
QUEST_20150317_000072	ข้าจะให้ท่านดูสิ่งที่ข้าได้เห็น	제가 본 것을 보여드릴게요.				
QUEST_20150317_000073	ได้โปรด กลับไปซะแล้วลืมข้าเสีย{nl}ดูเหมือนว่าหมู่มวลดอกไม้จะผลิบานอย่างงดงามเลยนะ	내 걱정은 말고 그냥 돌아가시오.{nl}아, 예쁜 꽃들이 몰려오는구먼.				
QUEST_20150317_000074	Lena	레나				
QUEST_20150317_000075	ท่านช่วยเล่าเรื่องราวชีวิตของท่านให้ข้าฟังได้หรือไม่{nl}พวกเราคือผู้ที่ทำตามความประสงค์ของ Vibora เราจดบันทึกเรื่องราวทั้งหมดทั้งมวลที่เกิดขึ้นบนโลกใบนี้	당신의 소중한 경험담을 들려주세요.{nl}저희 교단에서는 바이보라님의 의지에 따라 세상의 모든 것을 기록하고 있답니다.				
QUEST_20150317_000076	Henryka	헤느리카				
QUEST_20150317_000077	สวัสดี!{nl}ยินดีต้อนรับสู่สมาพันธ์ผู้วิเศษสาขาเมือง Klaipeda{nl}เราเชี่ยวชาญในการศึกษาปรากฏการณ์แปลกๆ ที่เกิดขึ้นเมื่อมีการผสมของวิเศษ	안녕하세요. 마법협회 클라페다 지부입니다.{nl}저희는 특별한 물건들이 모일 때 벌어지는 신비한 현상에 대해 연구하고 있답니다.				
QUEST_20150317_000078	แถวนี้น่ะไม่มีอะไรให้มองหาหรอกนอกจากไอน้ำกับพวก Vubbe…{nl}เดี๋ยวก่อน ไอ้ตัวหน้าบานที่กำลังพุ่งมาทางนี้มันคือตัวอะไรกัน?!	여긴 아무리 봐도 습기랑 부베밖에 없는 것 같아.{nl}이런 데에서 커다란 얼굴이라니, 도대체 뭐가 튀어나왔다는 걸까?				
QUEST_20150317_000079	แผ่นดินนี้ต้องการการดูแลจากพวกเราเช่นกัน{nl}นี่มันคงยังไม่ถึงคราวจบสิ้นของโลกนี้หรอก… ใช่ไหม?	나라도 정신 차려야지.{nl}아직 세상이 망한 것은 아니니.. 그렇지?				
QUEST_20150317_000080	หากเรายังคงไว้ซึ่งมารยาทอันดีต่อกันได้แล้วละก็ นั่นจึงเรียกว่าเรายังรู้วิธีการใช้ชีวิตที่ถูกต้อง{nl}ไม่ว่าเรื่องราววุ่นวายที่กำลังเกิดนี้จะเป็นฝีมือพวกเราเองหรือไม่ ข้าคิดว่านี่เป็นโอกาสอันดีที่เราควรจะเริ่มคิดได้แล้วว่าพวกเราหวังพึ่งองค์เทพธิดามากเกินไป	호의가 계속되면 그게 권리인 줄 안다는 말이 있지.{nl}어쩌면 우리가 너무 여신께만 기댄 게 화를 부른 건 아닐까 생각돼.				
QUEST_20150317_000081	Bulletin Board	알림판				
QUEST_20150317_000082	ยินดีต้อนรับสู่เขตเหมืองแร่แห่งนคร Klaipeda!	천혜의 광산도시 클라페다에 오신 것을 환영합니다!				
QUEST_20150317_000083	Indifferent Widow	담담한 미망인				
QUEST_20150317_000084	ข้าไม่แน่ใจหรอกนะว่าข้าเข้าใจมันทั้งหมด{nl}แต่อย่างหนึ่งที่ข้ามั่นใจมากคือเหล่าเทพธิดาน่ะ พวกนางไม่ได้หายตัวไปพร้อมกันทั้งหมดหรอกนะ	이유는 저도 잘 몰라요. {nl}하지만 확실한 건, 여신들께선 한꺼번에 사라지신 게 아니라는 거에요.				
QUEST_20150317_000085	องค์แรกที่หายตัวไปคือเทพธิดา Gabija{nl}ข้าได้ยินมาว่ามันเกิดขึ้นเมื่อนานมากแล้ว{nl}พวกนางค่อยๆ หายไปทีละองค์ ทีละองค์ เริ่มจาก Gabija{nl}	제일 먼저 자취를 감추신 분은 가비야 여신이라고 해요.{nl}아주 오래 전의 일이라고 들었어요.{nl}가비야 여신을 시작으로 한 분씩 응답이 없으셨다고 해요.{nl}				
QUEST_20150317_000086	เทพธิดา Vakarine จากไปก่อนจะเกิดเหตุการณ์ Medzio Diena ไม่นาน{nl}และทั้ง Zemyna กับ Ausrine ก็หายตัวไปอีกไม่นานหลังจากนั้น{nl}นี่ก็ผ่านมา 4 ปีแล้วหลังจากที่มันเกิดขึ้น{nl}	바카리네 여신께선 신수의 날 전에 사라지셨다고 하셨고요.{nl}마지막엔 제미나 여신과 아우슈리네 여신을 끝으로 모든 여신께서 사라지시고 말았죠.{nl}그게 벌써 4년 전 일이네요. {nl}				
QUEST_20150317_000087	ใช่แล้ว ที่ประหลาดที่สุดคือเทพธิดา Laima{nl}ไม่มีใครรู้แน่ชัดหรอกว่านางได้หายตัวไปเมื่อไหร่{nl}	맞아요. 제일 이상한 건 라이마 여신이세요.{nl}언제 사라지신 건지 아무도 모르거든요.{nl}				
QUEST_20150317_000088	และอีกอย่าง นางคือเทพธิดาแห่งโชคชะตาและปัญญาไม่ใช่หรือ?{nl}บางทีนางอาจจะรู้เรื่องทุกอย่างอยู่แล้วก็ได้	게다가 라이마께선 운명과 예지의 여신이시잖아요? {nl}아마 전부 알고 계시지 않았을까요?				
QUEST_20150317_000089	Resting Soldier	휴식중인 병사				
QUEST_20150317_000090	ข้าก็เคยเป็นนักผจญภัยอย่างท่านนี่แหละ จนกระทั่งข้าโดนธนูปักเข้าที่หัวเข่า…{nl}	저도 왕년에는 당신처럼 잘 나가는 모험가였지만 무릎에 화살을 맞아서 그만..{nl}				
QUEST_20150317_000091	นั่นมันไม่มีความหมายหรอก จงออกมาสู้กับข้า เจ้าปีศาจ!{nl}	그래도 상관없습니다. 몬스터따위 나와 보라지요!{nl}				
QUEST_20150317_000092	เทพธิดาองค์หนึ่งเพิ่งจะปรากฎกายในความฝันของข้า…{nl}มันช่างเป็นอะไรที่… ชวนให้ลุ่มหลง…{nl}	저번엔 여신께서 나오는 꿈을 꾸었는데.. {nl}얼마나 황홀하던지..{nl}				
QUEST_20150317_000093	แต่ข้ายังคงมีหน้าที่ต้องปกป้องอาณาจักร นั่นคือเหตุผลที่ข้ามาที่นี่	하지만 왕국을 지켜야 하는 의무가 있기 때문에 지금 여기 있는 겁니다.				
QUEST_20150317_000094	Uska เป็นสหายเก่าของข้าเอง{nl}	우스카라면 제 오랜 친구였지요.{nl}				
QUEST_20150317_000095	พวกเราผ่านบททดสอบการเป็นอัศวินมาด้วยกัน ที่เขาประสบความสำเร็จได้ขนาดนี้ก็มีข้านี่แหละที่สนับสนุนและผลักดันเขา{nl}อา… มันช่างเป็นคืนวันที่สุดเหวี่ยงจริงๆ ถ้าข้าได้เจอเค้าอีกก็คงดี	저랑 같이 기사 시험을 봤는데, 제 헌신적인 도움으로 지금의 우스카가 될 수 있었던 거지요.{nl}아아, 그땐 참 재밌었는데.. 보고 싶다, 우스카!				
QUEST_20150317_000096	เจ้าอย่าไปเชื่อทุกอย่างที่เขาพูดล่ะ{nl}ที่บ้านเกิด เขามีชื่อเสียงอยู่ว่าออกจะเป็นพวกชอบโชว์พาวอะนะ{nl}	저 친구 말 너무 믿지 않는게 좋습니다.{nl}우리 동네 유명한 허풍쟁이였으니까요.{nl}				
QUEST_20150317_000097	ข้ารึ? ข้าคิดซะว่ามันเป็นเรื่องตลกน่ะ ก็เลยไม่คิดจะไปยุ่งอะไรด้วย	저요? 그냥 재밌으니까 내버려 두는 거지요.				
QUEST_20150317_000098	เอ่อ… เดี๋ยวก่อนนะ ข้าขอถอนคำพูดที่บอกว่าอย่าเชื่อทุกอย่างที่เจ้านั่นพูด{nl}	음.. 너무 믿지 말란 말 취소하지요.{nl}				
QUEST_20150317_000099	จริงๆ แล้วอะไรก็ตามที่ออกจากปากหมอนั่นมันเป็นเรื่องลวงทั้งหมดนั่นแหละ อย่าไว้ใจเขาเด็ดขาด	전부 다 거짓말이니까 저 녀석 입에서 나오는 모든 말은 믿지 마세요.				
QUEST_20150317_000100	Siauliai Guard	샤울레이 경비병				
QUEST_20150317_000101	ระวังตัวด้วย เส้นทางข้างหน้ามีสัตว์ประหลาดป้วนเปี้ยนอยู่	여기서부턴 몬스터가 나오니 위험한 행동은 자제하시길 바랍니다.				
QUEST_20150317_000102	ป่านี้ไม่ได้สงบสุขอย่างที่คิดหรอกนะ แต่ก็ถือว่าดีกว่าที่อื่นๆ มากแล้วล่ะ{nl}ข้าได้ยินว่าป่าบางแห่ง ไม่มีสิ่งใดอาศัยอยู่เลยนอกจากวิญญาณที่วนเวียนอยู่เต็มไปหมด	여기 숲도 썩 평화로운 건 아닙니다만, 그래도 다른 지역보단 나을 겁니다.{nl}어떤 숲은 사람은 없고 영혼만 돌아다닌다고 하더라고요.				
QUEST_20150317_000103	นั่นคือชื่อที่ใช้เรียกผู้ที่ได้เห็นองค์เทพธิดาในความฝันของพวกเขา	당신처럼 여신께서 나오는 꿈을 꿨다는 사람들을 모두 계시자라고 불러요.{nl}				
QUEST_20150317_000104	ข้าเคยคิดว่าสิ่งที่พวก ผู้หยั่งรู้ เห็นน่ะมันคือสิ่งที่พวกเขาคิดและจินตนาการขึ้นมาเองจากความบ้าคลั่ง{nl}เพราะใครๆ ต่างก็รู้ว่าเหล่าเทพธิดาได้จากพวกเราไปตั้งนานแล้ว{nl}	처음엔 계시자들을 보고 다들 정신이 나갔다고 생각했었어요.{nl}여신께서 자취를 감추신 지 오래되었으니까요.{nl}				
QUEST_20150317_000105	ก็มันคือเรื่องจริงไม่ใช่หรือไง ที่เหล่าเทพธิดาไม่เคยตอบรับเสียงอ้อนวอนของพวกเราเลยสักครั้งหลังจากเกิดเหตุการณ์  Medzio Diena เมื่อ ปีก่อน?	4년 전의 신수의 날에도 우리들의 기도에 아무런 응답이 없으셨잖아요?				
QUEST_20150317_000106	Class Master ของหลายๆ อาชีพกระจายตัวอยู่รอบๆ อาณาจักร{nl}ทำไมท่านไม่ลองไปหาพวกเขาแล้วขอเรียนในสิ่งที่ท่านพอจะเรียนได้ดูล่ะ?	왕국 곳곳에 각 직업의 마스터들이 계십니다.{nl}그분들을 찾아가 가르침을 받는 건 어떨까요?				
QUEST_20150317_000107	อะไรนะ เจ้าไม่รู้เกี่ยวกับเหตุการณ์ Medzio Diena งั้นเรอะ? นี่เจ้าคงเดินทางมากจากพื้นที่ห่างไกลสุดๆ เลยสิท่า{nl}เมื่อ  ปีก่อน มีเรื่องไม่ดีมากๆ เกิดขึ้นในเมืองหลวงน่ะ	모르세요? 진짜로 외진 곳에서 오셨나 보네요.{nl}4년 전에, 수도의 중앙에서 신수가 솟아오르면서 폭주한 일 말이에요.{nl}				
