QUEST_LV_0300_20150323_000011	มันเป็นความผิดของพวกเราที่พยายามจะจัดการเรื่องพวกนี้ด้วยตัวเอง{nl}นับตั้งแต่นี้เป็นต้นไป เราจะต้องบอกความจริงทั้งหมดแก่ชาวบ้าน{nl}เพื่อปรึกษาหาหนทางแก้ไขเรื่องนี้	It was a mistake for us to try to handle this by ourselves.{nl}From now on, we will tell the villagers the whole truth and include them in a {nl}deliberate discussion on how to handle the matter.	사제들끼리만 일을 해결하려고 했던 저희의 잘못도 큽니다.{nl}이제부턴 마을 사람들에게 모든 사실을 고하고 천천히 논의해 볼 생각입니다.
QUEST_LV_0300_20150717_000012	ตรวจสอบการทำงานของ Detector (1)	Check the Detector's Functionality (1)	탐지기 작동 점검(1)
QUEST_LV_0300_20150717_000013	ปีศาจ, เทพธิดาและ Petrified City (1)	Demons, Goddesses, and the Petrified City (1)	마족과 여신들, 그리고 석화된 도시(1)
QUEST_LV_0300_20150717_000014	ตรวจสอบการทำงานของ Detector (2)	Check the Detector's Functionality (2)	탐지기 작동 점검(2)
QUEST_LV_0300_20150717_000015	ปีศาจ, เทพธิดาและ Petrified City (2)	Demons, Goddesses, and the Petrified City (2)	마족과 여신들, 그리고 석화된 도시(2)
QUEST_LV_0300_20150717_000016	ตรวจสอบการทำงานของ Detector (3)	Check the Detector's Functionality (3)	탐지기 작동 점검(3)
QUEST_LV_0300_20150717_000017	ตรวจสอบการทำงานของ Detector (4)	Check the Detector's Functionality (4)	탐지기 작동 점검(4)
QUEST_LV_0300_20150717_000018	การนำทางดวงวิญญาณ	About the Guidance of Souls	영혼의 인도에 대해
QUEST_LV_0300_20150717_000019	กำลังซ่อม Detector	Repair the Petrification Detector	탐지기를 수리 하는 중
QUEST_LV_0300_20150717_000020	กำลังซ่อม/MAKING/3/TRACK_AFTER/None	Repairing/MAKING/3/TRACK_AFTER/None	수리 중/MAKING/3/TRACK_AFTER/None
QUEST_LV_0300_20150717_000021	ตรวจสอบการทำงานของ Detector (5)	Check the Detector's Functionality (5)	탐지기 작동 점검(5)
QUEST_LV_0300_20150717_000022	กำลังซ่อม/MAKING/3/TRACK_BEFORE	Repairing/MAKING/3/TRACK_BEFORE	수리 중/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000023	Notice/!/ชิ้นส่วนบางอย่างหลวม{nl}คุณต้องใช้สิ่งที่คล้ายเชือก!#5	Notice/!/One of the parts is not fastened very well{nl}You'll need something like a string to tie it in place!#5	Notice/!/부품이 잘 고정되지 않습니다{nl}끈 같은 것이 필요할 것 같습니다!#5
QUEST_LV_0300_20150717_000024	Notice/!/คุณต้องหาเชื่อก#5	Notice/!/You need to find a string.#5	Notice/!/끈을 구해와야 합니다#5
QUEST_LV_0300_20150717_000025	สำหรับการนำทางดวงวิญญาณ	For the Guidance of Souls	영혼의 인도를 위해
QUEST_LV_0300_20150717_000026	ถ้าจะพักตอนนี้ก็ได้	Now you can relax	이제 안심해도 된다고 한다
QUEST_LV_0300_20150717_000027	กำลังทดสอบอุปกรณ์/LOOK/2/TRACK_BEFORE/None	Examining the Device/LOOK/2/TRACK_BEFORE/None	장치를 살펴 보는 중/LOOK/2/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000028	Notice/!/เมื่อสัมผัสกับอุปกรณ์จะรู้สึกเหมือนวิญญาณถูกแยกออก!{nl}แล้วความรู้สึกรับรู้ก็จะค่อยๆ หมดไป!	Notice/!/When you touch the device, it feels as if your soul is being sucked out!{nl}You begin to feel weaker and weaker!	Notice/!/장치를 만지자 영혼이 빠져 나가는 기분입니다!{nl}점점 기운이 없어지고 있습니다!
QUEST_LV_0300_20150717_000029	Notice/!/ตอนนี้ดูเหมือนคุณจะจัดการความรู้สึกได้แล้ว#5	Notice/!/Now you feel reenergized.#5	Notice/이제 기운을 차릴 수 있을 것 같습니다#5
QUEST_LV_0300_20150717_000030	ความปรารถนาของเขา (1)	His Only Desire (1)	바라는 것은 오직(1)
QUEST_LV_0300_20150717_000031	เหตุผลที่ปรารถนาความตาย	About The Reason Behind His Deathwish	죽음을 바라는 이유에 대해
QUEST_LV_0300_20150717_000032	ความปรารถนาของเขา (3)	His Only Desire (3)	바라는 것은 오직(3)
QUEST_LV_0300_20150717_000033	ความปรารถนาของเขา (2)	His Only Desire (2)	바라는 것은 오직(2)
QUEST_LV_0300_20150717_000034	ไปหา Cleric Master	Go to the Cleric Master	클레릭 마스터에게 가 본다고 한다
QUEST_LV_0300_20150717_000035	ตอนนี้คุณไม่สามารถทำงานด้วยกันได้	Now You Are Unable to Work Together	이제 협조할 수 없다
QUEST_LV_0300_20150717_000036	ทำลาย เครื่อง Terminal(1)	Destroy the Terminal (1)	단말기 파괴(1)
QUEST_LV_0300_20150717_000037	เรื่องของศูนย์ควบคุมกับเครื่อง Terminal	About the Mainframe and the Terminal	본체와 단말기에 대해
QUEST_LV_0300_20150717_000038	หลบหลีกการโจมตีของมอนสเตอร์และทำลาย เครื่อง Terminal!#5	Avoid the monsters' attacks and destroy the terminal!#5	Notice/!/몬스터의 공격을 피해 단말기를 파괴하세요!#5
QUEST_LV_0300_20150717_000039	ทำลาย เครื่อง Terminal(2)	Destroy the Terminal (2)	단말기 파괴(2)
QUEST_LV_0300_20150717_000040	จุดไฟexplosive powder/FIRE/2/TRACK_BEFORE/None	Igniting explosive powder/FIRE/2/TRACK_BEFORE/None	폭약가루를 놓고 점화하는 중/FIRE/2/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000041	Notice/เครื่อง Terminal ถูกทำลายด้วยระเบิดแล้ว!#5	Notice/The terminal was destroyed in the explosion!#5	Notice/단말기가 폭발하면서 사라졌습니다!#5
QUEST_LV_0300_20150717_000042	ทำลาย เครื่อง Terminal(3)	Destroy the Terminal (3)	단말기 파괴(3)
QUEST_LV_0300_20150717_000043	แล้วพักผ่อนชั่วนิรันดร์ (1)	And, Eternal Repose (1)	그리고 영원한 안식(1)
QUEST_LV_0300_20150717_000044	หากมีคำพูดที่จะบอกเป็นครั้งสุดท้าย	If You Have Any Final Words	마지막으로 할 말이 있다면
QUEST_LV_0300_20150717_000045	แล้วพักผ่อนชั่วนิรันดร์ (2)	And, Eternal Repose (2)	그리고 영원한 안식(2)
QUEST_LV_0300_20150717_000046	กำลังติดตั้ง Orb/MAKING/3/TRACK_BEFORE/None	Placing the Orb/MAKING/3/TRACK_BEFORE/None	오브를 설치 하는 중/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000047	แล้วพักผ่อนชั่วนิรันดร์ (3)	And, Eternal Repose (3)	그리고 영원한 안식(3)
QUEST_LV_0300_20150717_000048	ทักทาย	Greetings	인사한다
QUEST_LV_0300_20150717_000049	Notice/ดูเหมือนสิ่งที่ Svitrigaila ต้องการจะสำเร็จ#5	Notice/It looks like Svitrigaila's wish was granted#5	Notice/쉬트리가일라가 원하는 것이 이루어 진 것 같습니다#5
QUEST_LV_0300_20150717_000050	ตรวจสอบการทำงานของ Detector	Inspect the Detector	탐지기 작동 점검
QUEST_LV_0300_20150717_000051	สนทนากับ Kupole Meile	Talk to Kupole Meile	큐폴 메일레와 대화
QUEST_LV_0300_20150717_000052	สนทนากับ Kupole ที่ช่วยคุณจาก Petrifying Frost	Talk to the Kupole whom you saved from the Petrifying Frost.	석화서리로부터 구해 준 큐폴과 대화해 보세요.
QUEST_LV_0300_20150717_000053	ทดสอบ Petrification detector	Examine the Petrification Detectors	석화 탐지기들을 살펴 보기
QUEST_LV_0300_20150717_000054	ตรวจสอบ Detector ในบริเวณที่ยังไม่ได้ไปเพื่อช่วยให้ Kupole Meile สามารถนำทางดวงวิญญาณไปได้อย่างปลอดภัยจากPetrifying Frost	Check the detectors in areas you haven't been to yet to help Kupole Meile guide the souls safely from the Petrifying Frost.	큐폴 메일레가 석화서리로부터 안전하게 영혼들을 인도할 수 있도록 이 지역의, 아직 가보지 않은 곳의 탐지기를 모두 점검 하세요.
QUEST_LV_0300_20150717_000055	กลับไปหา Kupole Meile	Return to Kupole Meile	큐폴 메일레에게 돌아가기
QUEST_LV_0300_20150717_000056	คุณตรวจสอบ  Detector ทั้ง 4 อันแล้วยกเว้นที่อยู่ตรงเข้า ตอนนี้กลับไปหา Kupole Meile	You checked all 4 detectors except the one at the entrance. Now return to Kupole Meile.	입구 쪽에 있던 탐지기를 제외한 4개의 탐지기를 모두 조사했습니다. 이제 큐폴 메일레에게 돌아가서 상황을 전해 주세요.
QUEST_LV_0300_20150717_000057	มีบางสิ่งที่คุณต้องบอกเพื่อให้  Detector ที่พังกลับมาใช้งานได้อีกครั้ง สนทนากับ Kupole Meile อีกครั้ง	You have something to say about reactivating the malfunctioning detector. Talk to Kupole Meile again.	고장난 탐지기를 다시 작동 시키기 위해 전할 말이 있습니다. 큐폴 메일레와 다시 대화하세요.
QUEST_LV_0300_20150717_000058	พบกับ Retia องครักษ์แห่งกองทัพจักรวรรดิ	Meet with Royal Army Guard Retia	왕국군 레티아 만나기
QUEST_LV_0300_20150717_000059	Kupole บอกว่ากองทัพจักรวรรดิติดตั้ง Petrification detectorเอาไว้ ไปพบกับ Retia องครักษ์แห่งกองทัพจักรวรรดิที่จัตุรัส Verkti	Kupole said that the Royal Army installed the petrification detectors. Meet Royal Army Guard Retia at Verkti Square.	석화탐지기를 설치 한 것은 왕국군이라는 큐폴의 말에 따라 베르크티 광장의 왕국군 장교 레티아를 찾아가 봅시다.
QUEST_LV_0300_20150717_000060	พูดคุยกับRetia องครักษ์แห่งกองทัพจักรวรรดิเกี่ยวกับ Detector ที่ไม่ทำงานที่อยู่ Coastal Fortress	Talk some more with Royal Army Guard Retia about the malfunctioning detector at the Coastal Fortress.	연안요새의 작동하지 않는 석화탐지기에 대해 왕국군 레티아와 대화를 더 나눠보세요.
QUEST_LV_0300_20150717_000061	หาชิ้นส่วนของ Petrification detector	Find a part for the petrification detector	석화 탐지기 부품 구하기
QUEST_LV_0300_20150717_000062	Retia องครักษ์แห่งกองทัพจักรวรรดิบอกให้มองหาทหารที่ประจำอยู่ Coastal Fortress ถ้ามีอะไรเกิดขึ้นกับพวกเขาคุณก็อาจจะได้รับชิ้นส่วนอย่างจากศพพวกเขา และลองพยายามล่าพวกมอนสเตอร์ที่อยู่บริเวณนั้นด้วย	Listen to Royal Army Guard Retia and look for the soldiers that were dispatched to the Coastal Fortress. If something has happened to them, you'll have to retrieve the part for the detector from their corpses. Also, try hunting the monsters in the area.	왕국군 레티아의 말에 따라, 연안요새로 파견 나간 병사들을 찾아 봅시다. 혹시라도 그들이 사고를 당했다면 시신에서라도 부품을 얻어야 할 것입니다. 또는 그 주변의 몬스터들도 사냥 해 봅시다.
QUEST_LV_0300_20150717_000063	พบกับ Kupole Meile	Meet with Kupole Meile	큐폴 메일레 만나기
QUEST_LV_0300_20150717_000064	โชคไม่ดีที่ทหารจากกองทัพจักรวรรดิไม่มีใครรอดชีวิตแต่คุณก็สามารถรวบรวมชิ้นส่วนมาได้ ตอนนี้ไปพบกับ Kupole เพื่อบอกเรื่องราวที่เกิดขึ้นและซ่อม Petrification detector	Unfortunately, the Royal Army soldiers did not survive, but you were able to collect all the necessary parts for the detector. Now, go tell Kupole what has happened, and then go repair the petrification detector.	왕국군 병사들은 안타깝게도 변을 당했지만 부품들은 무사히 모두 구했습니다. 이제 석화탐지기를 수리하러 가기 전에 이 사실을 큐폴에게 알려 주세요.
QUEST_LV_0300_20150717_000065	ก่อนที่คุณจะไปซ่อม Petrification detector ลองสนทนากับ Kupole Meile  เกี่ยวกับสถานการณ์นี้	Before you go to repair the petrification detector, talk to Kupole Meile about the situation at hand.	석화 탐지기를 수리하러 가기 전에, 이런 상황에 대해 큐폴 메일레와 대화 해 봅시다.
QUEST_LV_0300_20150717_000066	ซ่อม Petrification detector	Repair the Petrification Detector	석화 탐지기 수리
QUEST_LV_0300_20150717_000067	ซ่อม Petrification detector ครั้งแรกที่ยังไม่ทำงาน	Repair the first petrification detector that wasn't working.	작동하지 않았던 첫 번째 석화 탐지기를 수리 하세요.
QUEST_LV_0300_20150717_000068	คุณพยายามที่จะซ่อม Petrification detectorและทำลายมอนสเตอร์ที่มาก่อกวนทั้งหมดแล้ว ตอนนี้คุณน่าจะสามารถซ่อม  Petrification detector ได้อย่างสบายใจแล้ว	You have defeated all of the monsters that began to attack when you tried to repair the petrification detector. Now you can go back to repairing the petrification detector in peace.	석화 탐지기를 수리 하려고 하자 달려 든 몬스터들을 모두 물리쳤습니다. 이제 안심하고 석화 탐지기를 수리 할 수 있을 것 같습니다.
QUEST_LV_0300_20150717_000069	ซ่อม Petrification detector ครั้งที่ 3	Repair the Third Petrification Detector	세 번째 석화 탐지기 수리
QUEST_LV_0300_20150717_000070	ลองซ่อม Petrification detector ครั้งที่ 3	Now go repair the third petrification detector.	이제 세 번째 석화 탐지기를 수리하러 가세요.
QUEST_LV_0300_20150717_000071	หา Fastening String	Find Fastening String	고정할 끈 구하기
QUEST_LV_0300_20150717_000072	ดูเหมือนคุณจะต้องเการเชือกที่สามารถจะมัดชิ้นส่วน Detector ลองหาดูจาการล่ามอนสเตอร์	You'll need some string to attach and secure the part to the detector. Try hunting some from monsters.	탐지기의 부품을 달고 잘 고정 시켜 줄 노끈이 필요 할 것 같습니다. 몬스터들로부터 구해 봅시다.
QUEST_LV_0300_20150717_000073	รวบรวม Fastening String มาได้ทั้งหมดแล้ว ตอนนี้ลองซ่อม Petrification detector ครั้งที่ 3 ดู	You have collected enough string to fasten the part. Now repair the third petrification detector.	고정 할 끈을 모두 구했습니다. 이제 세 번째 석화 탐지기를  수리 하세요.
QUEST_LV_0300_20150717_000074	กำจัดมอนสเตอร์และรวบรวม %s	Hunt monsters and collect %s	몬스터를 사냥하여 %s 구하기
QUEST_LV_0300_20150717_000075	กำจัดมอนสเตอร์และรวบรวม string	Hunt monsters and collect string	몬스터를 사냥하여 노끈 구하기
QUEST_LV_0300_20150717_000076	ไปบอก Kupole Meile ว่าคุณซ่อม Petrification detectors ทั้งหมดแล้ว	Go let Kupole Meile know that you have repaired all of the petrification detectors.	석화 탐지기를 모두 수리했습니다. 이 사실을 큐폴 메일레에게 알려 주세요.
QUEST_LV_0300_20150717_000077	ตรวจสอบอุปกรณ์ต้องสงสัย	Examine the Mysterious Device	수상한 장치 살펴 보기
QUEST_LV_0300_20150717_000078	เมื่อเข้าไปใกล้อุปกรณ์ที่ไม่รู้จักแล้วทำให้รู้สึกเหมือนถูกดูดให้เข้าไป อุปกรณ์นี้คืออะไร คุณจะไม่มีทางรู้ได้เลยหากไม่ลองสัมผัส	As you approach the unknown device, you feel strangely drawn to it and can't help but inch closer. What could this device be? Maybe you'd find out if you try touching it?	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?
QUEST_LV_0300_20150717_000079	ไปหา Svitrigaila	Find Svitrigaila	쉬트리가일라 찾아 가기
QUEST_LV_0300_20150717_000080	คุณเริ่มรู้สึกอ่อนแอลงเรื่อยๆ เหมือนกับว่าจิตวิญญาณกำลังจะหลุดลอยออกจากร่าง ดูเหมือนจะต้องลองใครใครสักคนมาช่วยคุณ	You begin to feel weaker and weaker, as if your soul is being drained from your body. Find someone who can help you out of this situation.	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.
QUEST_LV_0300_20150717_000081	ความปรารถนาของเขา	His Only Desire	바라는 것은 오직
QUEST_LV_0300_20150717_000082	สนทนากับ Svitrigaila	Talk with Svitrigaila	쉬트리가일라와 대화
QUEST_LV_0300_20150717_000083	ดูท่าทางจะต้องลองฟังเรื่องราวจาก Svitrigaila	It looks like you're going to have to listen to Svitrigaila's story.	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.
QUEST_LV_0300_20150717_000084	รวบรวม Poisonous Herb	Gather Poisonous Weeds	독초 구하기
QUEST_LV_0300_20150717_000085	Svitrigaila ผู้เป็น Revelator บอกกับคุณว่ามันไม่ได้เป็นเรื่องเลวร้ายอะไรที่คุณช่วยเรื่องความตายของเขา ไปตามที่เขาบอกเพื่อรวบรวม Poisonous Herbs	Svitrigaila tells you that, as a Revelator, it wouldn't be bad for you to help him commit suicide, and he asks you to gather some poisonous herbs for him.	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.
QUEST_LV_0300_20150717_000086	มอบ Poisonous Herb ให้แก่ Svitrigaila	Give Svitrigaila the Poisonous Herbs	쉬트리가일라에게 독초 갖다 주기
QUEST_LV_0300_20150717_000087	ดูเหมือนว่าคุณจะรวบรวม Poisonous Herb ตามที่ Svitrigaila บอกได้ครบแล้ว ตอนนี้กลับไปหา Svitrigaila และมอบ Poisonous Herb ให้แก่เขา	You have gathered all of the poisonous herbs that Svitrigaila asked you to get. Now return to Svitrigaila and give him the poisonous herbs you've collected.	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.
QUEST_LV_0300_20150717_000088	สนทนากับ Cleric Master เพื่อขอ Holy water  ที่ Svitrigaila ต้องการ	Talk to the Cleric Master to get the holy water that Svitrigaila needs.	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.
QUEST_LV_0300_20150717_000089	กลับไปหา Svitrigaila	Return to Svitrigaila	쉬트리가일라에게 돌아가기
QUEST_LV_0300_20150717_000090	Cleric Master ปฏิเสธคำขอร้องของคุณ ถึงแม้จะเสียดายแต่ก็ช่วยไม่ได้รีบกลับไปบอกเรื่องนี้กับ Svitrigaila	The Cleric Master stubbornly refused your request. That's unfortunate. Well anyhow, go tell Svitrigaila what happened.	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.
QUEST_LV_0300_20150717_000091	มอบ Poisonous Herb ให้ Svitrigaila แล้วและเมื่อเขากิน Poisonous Herb เข้าไปแล้วดูเหมือนว่าจะไม่เห็นผลลัพธ์อะไร ลองพูดคุณกับเขาอีกครั้ง	You gave Svitrigaila the poisonous herbs, and it appears that he ate them, but you don't see any change in him. Try speaking to him again.	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.
QUEST_LV_0300_20150717_000092	เมื่อกิน Poisonous Herb เข้าไปแล้วไม่มีผลลัพธ์อะไร  ดูเหมือนว่าเขาจึงลองกินมันพร้อมกับ Holy water  ลองไปหา Cleric Master เพื่อขอ  Holy water	Seeing as there was no effect on Svitrigaila when he ate the poisonous herbs, it must be that he needs to mix them with holy water first, and then eat them to get the desired result. Find the Cleric Master and get the holy water from him.	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.
QUEST_LV_0300_20150717_000093	ทำลาย เครื่อง Terminal	Destroy the Terminal	단말기 파괴
QUEST_LV_0300_20150717_000094	สนทนากับ Svitrigaila อีกครั้ง	Talk with Svitrigaila some more.	쉬트리가일라와 더 대화해 보세요.
QUEST_LV_0300_20150717_000095	ทำลาย Soul Compactorเครื่อง Terminal	Destroy the Soul Compactor Terminal	영혼 집약 단말기 파괴하기
QUEST_LV_0300_20150717_000096	เพื่อช่วย Svitrigaila ดูเหมือนจะต้องทำลายอุปกรณ์ Soul Compactor ก่อน และคุณจะต้องรวบรวมเครื่องมือบางอย่างเพื่อช่วยในการทำลาย Soul Compactorเครื่อง Terminal นั้น ก่อนอื่นให้ทำลายเครื่อง Terminal อันแรกก่อน	In order to help Svitrigaila, you'll have to destroy the Soul Compaction Device. You'll need to gather some tools to help you destroy the Soul Compaction Device terminal, and then its the mainframe, beforehand. First things first, destroy the first terminal.	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.
QUEST_LV_0300_20150717_000097	ไปหา Svitrigaila	Inform Svitrigaila	쉬트리가일라에게 알려 주기
QUEST_LV_0300_20150717_000098	คุณทำลาย  เครื่อง Terminal แล้ว และยังประสบความสำเร็จในการกู้ Core เครื่อง Terminal อีกด้วย เอามันกลับไปหา Svitrigaila	You have destroyed the terminal. And you successfully retrieved the Terminal Core. Give the core to Svitrigaila.	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.
QUEST_LV_0300_20150717_000099	ทำลายเครื่อง Terminal และกู้ Core	Destroy the Terminal and retrieve its core	단말기를 파괴하고 핵 구하기
QUEST_LV_0300_20150717_000100	ลองถาม Svitrigaila ว่าจะทำลาย เครื่อง Terminal  ต่อไปได้อย่างไร	Ask Svitrigaila how to destroy the terminal in the next area.	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.
QUEST_LV_0300_20150717_000101	บดและรวบรวม petrification powder	Scrape off and collect Petrification Particles	석화물 가루 긁어 모으기
QUEST_LV_0300_20150717_000102	จากคำพูดของ Svitrigaila คุณต้องบดและรวบรวม petrification powder จากแร่หินที่อยู่ในพื้นที่นั้นเพื่อนำมาเป็นวัสดุทำปฏิกิริยากับexplosive powderสำหรับใช้ทำลาย เครื่อง Terminal	According to Svitrigaila, you need to amplify the power of the explosive powder in order to destroy the next terminal, and for that, you'll need to scrape off and collect particles from petrified objects in this area.	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.
QUEST_LV_0300_20150717_000103	ระเบิด เครื่อง Terminal	Blow up the Terminal	단말기 폭파하기
QUEST_LV_0300_20150717_000104	ใช้ explosive powder ที่ Svitrigaila ให้กับ petrification powders ระเบิด เครื่อง  second terminal	Use the explosive powder Svitrigaila gave you and the petrification particles you collected to blow up the second terminal.	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.
QUEST_LV_0300_20150717_000105	ถาม Svitrigaila  ว่าจะต้องทำลาย  เครื่อง Terminal ต่อไปได้อย่างไร	Ask Svitrigaila what you need to do to destroy the next terminal.	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.
QUEST_LV_0300_20150717_000106	ทำลายเครื่อง Terminal	Destroy the Terminal	단말기 파괴 하기
