UI_20150317_000090	{@sti8}{s14} อาชีพ {/}	{@sti8}{s14}클래스{/}				
UI_20150317_000091	{@st44}แชท{/}	{@st44}채팅{/}				
UI_20150317_000092	ถึง WWWWWWWW และอีก 1 คน	To. WWWWWWWW 외 1				
UI_20150317_000093	ทั่วไป: /s ข้อความ {nl} ตะโกน: /y ข้อความ {nl} ปาร์ตี้: /p ข้อความ{nl} กระซิบ: /w ชื่อตัวละคร ข้อความ	일반 : /s 내용{nl}외침 : /y 내용{nl}파티 : /p 내용{nl}귓속말 : /w 캐릭명 내용				
UI_20150317_000094	{@st41}แชททั้งหมด{/}	{@st41}일반 대화{/}				
UI_20150317_000095	{@59}ออก{/}	{@59}종료하기{/}				
UI_20150317_000096	{@59}เชิญ{/}	{@59}초대하기{/}				
UI_20150317_000097	{@st59}ทั้งหมด{/}	{@st59}전체{/}				
UI_20150317_000098	{@st59}ทั่วไป (/s ข้อความ){/}	{@st59}일반  (/s 할말){/}				
UI_20150317_000099	{@st59}ตะโกน (/y ข้อความ){/}	{@st59}외침  (/y 할말){/}				
UI_20150317_000100	{@st59}ปาร์ตี้ (/p ข้อความ){/}	{@st59}파티  (/p 할말){/}				
UI_20150317_000101	{@st59}กระซิบ (/w ชื่อทีม ข้อความ){/}	{@st59}귓속말   (/w 팀이름 할말){/}				
UI_20150317_000102	{@st59}ปรับหน้าต่างแชท{/}	{@st59}채팅창 크기 조절{/}				
UI_20150317_000103	{@st43}{s22}มาโครแชท{/}	{@st43}{s22}채팅 매크로{/}				
UI_20150317_000104	{@st43}มาโคร{/}	{@st43}매크로{/}				
UI_20150317_000105	{@st59b}มาโคร {nl} {@st59s} - วิธีการใช้: {nl} 1. ลากไอคอนท่าทางไปวางในช่องใส่ท่าทางด้านล่าง {nl} 2. เขียนข้อความที่คุณต้องการแล้วกดบันทึก {nl} 3. กดคีย์ลัดเพื่อทำท่าทางและพูดข้อความที่ตั้งไว้ไปพร้อมๆ กัน {/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}				
UI_20150317_000106	{@st59}ปิด{/}	{@st59}매크로를 닫습니다{/}				
UI_20150317_000107	{@st41b}บันทึก{/}	{@st41b}저장{/}				
UI_20150317_000108	{@st59}บันทึก{/}	{@st59}등록한 내용을 저장합니다{/}				
UI_20150317_000109	{@st41b}ยกเลิก{/}	{@st41b}취소{/}				
UI_20150317_000110	{@st59}ยกเลิก{/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20150317_000111	{@st42}ตั้งค่าแชท	{@st42}채팅 설정				
UI_20150317_000112	{@st42}ความโปร่งใส	{@st42}투명도				
UI_20150317_000113	แสดงบอลลูนแชท	말풍선 표시				
UI_20150317_000114	แสดงตะโกนไว้ด้านบนสุด	화면 상단에 외치기 내용 표시				
UI_20150317_000115	{@st43}รายชื่อสูตร{/}	{@st43}치트리스트{/}				
UI_20150317_000116	{@st42b}ไอเทม{/}	{@st42b}  아이템  {/}				
UI_20150317_000117	{@st42b}มอนสเตอร์{/}	{@st42b}  몬스터  {/}				
UI_20150317_000118	{@st42b}ย้ายแผนที่{/}	{@st42b}  맵이동  {/}				
UI_20150317_000119	{@st42b}Combat Order{/}	{@st42b}  전투명령  {/}				
UI_20150317_000120	{@st41b}ปิด{/}	{@st41b}닫기{/}				
UI_20150317_000121	{s16}{b}สร้างไอเทมโดยคลิกที่ปุ่ม สร้าง หรือดับเบิ้ลคลิก	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20150317_000122	{s16}{b}ea	{s16}{b}개				
UI_20150317_000123	{s16}{b}Lv.	{s16}{b}레벨				
UI_20150317_000124	{@st41b}ค้นหา{/}	{@st41b}검색{/}				
UI_20150317_000125	{s16}{b}เรียกมอนสเตอร์ออกมาโดยคลิกที่ปุ่ม สร้าง หรือดับเบิ้ลคลิก	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20150317_000126	{s16}{b}ea	{s16}{b}마리				
UI_20150317_000127	{s16}{b}เลือกพื้นที่ที่ต้องการ	{s16}{b}원하는 지역을 선택하세요				
UI_20150317_000128	{s18}{b}ดูแผนที่ย่อ{/}	{s18}{b}미니맵 보기{/}				
UI_20150317_000129	{@st41b}รายการเครื่องมือ{/}	{@st41b}툴 리스트{/}				
UI_20150317_000130	{@st59b}คอลเลกชัน {nl}{@st59s}- ซื้อ Collection Deck เพื่อเก็บไอเทมที่สะสมได้ไว้ในคอลเลกชันของคุณ {nl} - คีย์ลัดของคอลเลกชันจะกดใช้ได้เมื่อคุณใช้งานไอเทม Collection Deck {nl} {/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}				
UI_20150317_000131	{@st59}ปิด{/}	{@st59}콜렉션 정보를 닫습니다{/}				
UI_20150317_000132	{@st43}คอลเลกชัน{/}	{@st43}콜렉션{/}				
UI_20150317_000133	{@st43}สเปรย์สี{/}	{@st43}컬러스프레이{/}				
UI_20150317_000134	{@st49}สเปรย์สี{/}	{@st49}컬러스프레이{/}				
UI_20150317_000135	{@st49}สี{/}	{@st49}색상{/}				
UI_20150317_000136	{@st49}คงเหลือ{/}	{@st49}잔량{/}				
UI_20150317_000137	{@st49}แปรง{/}	{@st49}브러쉬{/}				
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}วาด{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}				
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}บันทึก{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}				
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}นำเข้า{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}				
UI_20150317_000141	{@st49}ปิด{/}	{@st49}닫기{/}				
UI_20150317_000142	{@st43}การรับเลี้ยงสัตว์	{@st43}컴패니언 분양				
UI_20150317_000143	{@st59}ตั้งชื่อสัตว์เลี้ยงตัวใหม่ของคุณ {/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}				
UI_20150317_000144	{@st41b}ชื่อ{/}	{@st41b}이름{/}				
UI_20150317_000145	{@st41b}ราคา %s{/}	{@st41b}가격     %s{/}				
UI_20150317_000146	{@st59}ปิด{/}	{@st59}컴패니엄 분양 창을 닫습니다{/}				
UI_20150317_000147	{@st41b}รับเลี้ยง	{@st41b}분양				
UI_20150317_000148	{@st59}ยืนยัน{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}				
UI_20150317_000149	{@st43}ร้านค้าสัตว์เลี้ยง	{@st43}컴패니언 샵				
UI_20150317_000150	{@st59}ปิด{/}	{@st59}컴패니언 상점을 닫습니다{/}				
UI_20150317_000151	{@st43}ข้อมูลตัวละครอื่น{/}{@st42}	{@st43}다른 캐릭터 정보{/} {@st42}				
UI_20150317_000152	{@st59}ปิด{/}	{@st59}캐릭터 정보를 닫습니다{/}				
UI_20150317_000153	{@st41b}ข้อมูล	{@st41b}정보				
UI_20150317_000154	{@st41b}สถิติ	{@st41b}기록				
UI_20150317_000155	ชื่อทีม	팀이륨				
UI_20150317_000156	ชื่อตัวละคร	캐릭이륨				
UI_20150317_000157	Circle {#ffff00}%s{/} %s Lv. {#ffff00}%s{/}	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨				
UI_20150317_000158	Warrior	젼샤				
UI_20150317_000159	ดัชนีผจญภัย {#ffff00}%s{/} (อันดับ{#ffff00}%s{/}/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)				
UI_20150317_000160	ดัชนีผจญภัย {#ffff00}%s{/} ({#ffff00}ไม่อยู่ในอันดับ{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})				
UI_20150317_000161	ความสำเร็จรวม : {#ffff00}%s{/}	업적달성 {#ffff00}%s{/}개				
UI_20150317_000162	ตั้งค่า	설정				
UI_20150317_000163	ลบชื่อแท็บออกเพื่อลบแท็บ	탭 제목을 지우고 확인하면 탭이 삭제됩니다				
UI_20150317_000164	{@st49}ทั้งหมด{/}	{@st49}전체{/}				
UI_20150317_000165	{@st49}ระบบ{/}	{@st49}시스템{/}				
UI_20150317_000166	{@st49}พูดคุย{/}	{@st49}대화{/}				
UI_20150317_000167	{@st49}ต่อสู้{/}	{@st49}전투{/}				
UI_20150317_000168	{@st49}ไอเทม{/}	{@st49}아이템{/}				
UI_20150317_000169	{@st43}เครดิต{/}	{@st43}크레딧{/}				
UI_20150317_000170	{@st43}ตั้งค่าล็อคเป้าหมาย {/}	{@st43}타겟 고정 설정 중{/}				
UI_20150317_000171	ชื่อ NPC	엔피씨이름				
UI_20150317_000172	เปรียบเทียบ	비교				
UI_20150317_000173	Illustration	일러스트				
UI_20150317_000174	เลือกบทสนทนา	대화 선택				
UI_20150317_000175	Text Help	텍스트 헬프				
UI_20150317_000176	{@st41}การสร้างไอเทม{/}	{@st41}아이템 제조{/}				
UI_20150317_000177	{@st45tw2}กำลังสร้างไอเทม...	{@st45tw2}아이템 제작 중...				
UI_20150317_000178	%r วินาที	%r 초				
UI_20150317_000179	{@st41}ยกเลิก{/}	{@st41}취소{/}				
UI_20150317_000180	{@st45tw2}ปริมาณ{/}	{@st45tw2}수량 {/}				
UI_20150317_000181	{@st45tw2}คุณต้องการสร้างไอเทมนี้หรือไม่?	{@st45tw2}아이템을 만드시겠습니까?				
UI_20150317_000182	{@st41}ยืนยัน{/}	{@st41}결정{/}				
UI_20150317_000183	ข้อมูลเควส	퀘스트 정보				
UI_20150317_000184	{@st59}ยกเลิกการแลกเปลี่ยน{/}	{@st59}거래를취소합니다{/}				
UI_20150317_000185	{@st43}แลกเปลี่ยนส่วนตัว{/}	{@st43}개인 거래{/}				
UI_20150317_000186	My Trading List	내 거래 목록				
UI_20150317_000187	Silver : %s	실버 : %s				
UI_20150317_000188	เข้า	입력				
UI_20150317_000189	{@st41}ยอมรับ	{@st41}수락				
UI_20150317_000190	{@st41}ยืนยัน	{@st41}최종확인				
UI_20150317_000191	ผู้เล่นคนอื่น (%s) รายการซื้อขาย	상대방(%s) 거래 목록				
UI_20150317_000192	ชื่อผู้เล่นอื่น	상대방이름				
UI_20150317_000193	{s18}{ol} {gr gradation1}กิจกรรมภาคสนาม{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}				
UI_20150317_000194	{s20}{ol}กำจัด Vubbe Tribe ให้จงได้! คุณต้องการเข้าร่้วมหรือไม่?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?				
UI_20150317_000195	{s20}{ol}%s คุณต้องการเข้าร่วมหรือไม่?	{s20}{ol}%s 참가하시겠습니까?				
UI_20150317_000196	{s20}{ol}ผู้เข้าร่วม : (1/5)	{s20}{ol}참가 인원 : (1/5)				
UI_20150317_000197	{s20}{ol}ผู้เข้าร่วม : (%s/%s)	{s20}{ol}참가 인원 : (%s/%s)				
UI_20150317_000198	{s20}{ol}เกมจะเริ่มต้นในอีก 1 วินาที	{s20}{ol}1초 후 게임이 시작됩니다.				
UI_20150317_000199	{s20}{ol}เกมจะเริ่มต้นในอีก %s วินาที	{s20}{ol}%s초 후 게임이 시작됩니다.				
UI_20150317_000200	ไม่ต้องแสดงอีกแล้วในวันนี้	오늘 하루 보지 않기.				
UI_20150317_000201	ไม่ต้องแสดง Field Event	필드 이벤트를 보지 않습니다.				
UI_20150317_000202	เข้าร่วมเกม	게임 참여				
UI_20150317_000203	เริ่มเกมพร้อมกับผู้เล่นอื่น	플레이어들과 게임을 시작합니다.				
UI_20150317_000204	ปฏิเสธคำเชิญร่วมเกม	게임 참여를 하지 않습니다.				
UI_20150317_000205	ชุดตั้งค่าสเปรย์	스프레이 프리셋				
UI_20150317_000206	{@st49}เลือก{/}	{@st49}선택{/}				
UI_20150317_000207	{@st49}ยกเลิก{/}	{@st49}취소{/}				
UI_20150317_000208	{@st49}ลบ{/}	{@st49}삭제{/}				
UI_20150317_000209	กรอกชื่อไฟล์ที่ต้องการบันทึก	저장할 파일의 이름을 입력합니다.				
UI_20150317_000210	{@st43}เพื่อน	{@st43}친구				
UI_20150317_000211	{@st59}ปิด{/}	{@st59}친구 목록를 닫습니다{/}				
UI_20150317_000212	{@st59b}เพื่อน{nl}{@st59s} - คุณสามารถเป็นเพื่อนกับผู้เล่นอื่นในเกมได้ {nl} - คุณสามารถดูสถานะของเพื่อนๆ คุณได้จากแท็บ 'รายชื่อ’ {nl} - ในแท็บ 'จัดการ', คุณสามารถเชิญ ปฏิเสธ หรือบล็อคเพื่อนของคุณได้ {/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}				
UI_20150317_000213	{@st41b}แสดงที่ออนไลน์{/}	{@st41b}접속한 친구만 보기{/}				
UI_20150317_000214	{@st41b}รายชื่อ	{@st41b}목록				
UI_20150317_000215	{@st41b}จัดการ	{@st41b}관리				
UI_20150317_000216	{@st41b}ส่งคำขอเป็นเพื่อน	{@st41b}친구 신청				
UI_20150317_000217	{@st41b}บล็อค	{@st41b}차단				
UI_20150317_000218	{@st59}ค้นหา{/}	{@st59}검색{/}				
UI_20150317_000219	{@st44}กิลด์{/}	{@st44}길드{/}				
UI_20150317_000220	กิลด์	길드				
UI_20150317_000221	รายชื่อ	명단				
UI_20150317_000222	ข่าว	새소식				
UI_20150317_000223	ภารกิจกิลด์	길드미션				
UI_20150317_000224	สมาชิกที่ออนไลน์	접속중인 구성원 수				
UI_20150317_000225	{@st44}สร้างกิลด์{/}	{@st44}길드생성{/}				
UI_20150317_000226	{@st42}สร้าง{/}	{@st42}생성{/}				
UI_20150317_000227	{@st42}ปิด{/}	{@st42}닫기{/}				
UI_20150317_000228	{@st42}ทั้งหมด{/}	{@st42}전체{/}				
UI_20150317_000229	{@st42}อันดับของวันนี้{/}	{@st42}오늘랭킹{/}				
UI_20150317_000230	{@st42}อันดับรายสัปดาห์{/}	{@st42}주간랭킹{/}				
UI_20150317_000231	{@st56}อันดับ {/}	{@st56}순위{/}				
UI_20150317_000232	{@st56}แต้ม{/}	{@st56}점수{/}				
UI_20150317_000233	{@st56}อาชีพ{/}	{@st56}직업{/}				
UI_20150317_000234	{@st56}ชื่อ {/}	{@st56}이름{/}				
UI_20150317_000235	หน้าก่อนหน้า	이전 페이지				
UI_20150317_000236	หน้าถัดไป	다음 페이지				
UI_20150317_000237	{@st42}ค้นหา ID{/}	{@st42}ID 검색{/}				
UI_20150317_000238	กรอก ID ที่ต้องการค้นหา	입력한 ID를 검색합니다				
UI_20150317_000239	ปิด Hall of Fame	명예의 전당을 닫습니다				
UI_20150317_000240	กรอก ID ที่ต้องการค้นหา	검색할 ID를 입력합니다				
UI_20150317_000241	{@st59} Stamina {/}	{@st59}스태미나{/}				
UI_20150317_000242	{@st43}รายการคู่มือ{/}	{@st43}도움말 목록{/}				
UI_20150317_000243	{@st59}ปิด{/}	{@st59}도움말 목록 창을 닫습니다{/}				
UI_20150317_000244	{@st59b}รายการคู่มือ{nl}{@st59s} -  หากต้องการความช่วยเหลือ คุณสามารถแวะมาอ่าน 'หัวข้อคู่มือ' ได้เสมอ {nl} - เลือกหัวข้อเพื่ออ่านข้อมูลเพิ่มเติมในเรื่องนั้นๆ {/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}				
UI_20150317_000245	{@st43}{s22}คู่มือ{/}	{@st43}{s22}도움말{/}				
UI_20150317_000246	{@st47_b}{b}หัวข้อคู่มือ{/}	{@st47_b}{b}도움말 제목{/}				
UI_20150317_000247	{@st42b}เนื้อหาคู่มือแบบเรียบง่าย{/}	{@st42b}심플 도움말내용{/}				
UI_20150317_000248	{@st59}ดูรายละเอียด{/}	{@st59}자세하게 보기{/}				
UI_20150317_000249	โปรดกรอกปริมาณ	수량을 입력하세요				
UI_20150317_000250	{@st59}กรอกเนื้อหา{/}	{@st59}내용을 입력합니다{/}				
UI_20150317_000251	{@st41b}ยืนยัน	{@st41b}확인				
UI_20150317_000252	{@st59}ยืนยัน {/}	{@st59}입력 내용을 확인합니다{/}				
UI_20150317_000253	{@st41b}ปิด	{@st41b}닫기				
UI_20150317_000254	{@st59}ยกเลิก {/}	{@st59}입력을 취소합니다{/}				
UI_20150317_000255	{@st43}วาร์ป{/}	{@st43}워프{/}				
UI_20150317_000256	{@st59}ปิด{/}	{@st59}워프 창을 닫습니다{/}				
UI_20150317_000257	{@st59b}วาร์ป{nl}{@st59s} - ทำให้คุณสามารถเดินทางไปยังพื้นที่ที่คุณเคยไปมาแล้วได้อย่างรวดเร็ว {nl} - ระบบนี้จะเปิดให้ใช้เมื่อมีจุดวาร์ปที่ไปได้ตั้งแต่สองจุดขึ้นไป {nl} {/}	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}				
UI_20150317_000258	{@st41}ตำแหน่งขณะนี้ : %s{/}	{@st41}현재 위치 : %s{/}				
UI_20150317_000259	{@st43}{s22}วาร์ป{/}	{@st43}{s22}워프{/}				
UI_20150317_000260	{@st41b}คุณต้องการเคลื่อนย้ายไปยังพื้นที่นี้?{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}				
UI_20150317_000261	What about Siauliai	사울레이 어쩌고				
UI_20150317_000262	Coin ที่ใช้ : 0	소모 코인 : 0				
UI_20150317_000263	บทนำ	인트로				
UI_20150317_000264	{@st43}ช่องเก็บของ{/}	{@st43}인벤토리{/}				
UI_20150317_000265	{@st59}ปิด{/}	{@st59}인벤토리를 닫습니다{/}				
UI_20150317_000266	{@st59b}อุปกรณ์สวมใส่ {nl} {@st59s}-  ผม/คอสตูม: อุปกรณ์ที่ใช้เปลี่ยนรูปลักษณ์ของตัวละคร {nl} - อาวุธ: สามารถใส่ได้ทั้งอาวุธมือเดียวหรือสองมือ {nl} (อาวุธรอง/โล่ห์สามารถใส่ได้กับอาวุธมือเดียวเท่านั้น) {nl} - ชุดเกราะ: ส่วนบน, ส่วนล่าง, ถุงมือ, รองเท้า {nl} - เครื่องประดับ: สามารถใส่สร้อยคอได้ 1 อันและกำไลอีก 2 อัน {nl} {/}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}				
UI_20150317_000267	{@St59}คอสตูมผม 1{/}	{@st59}헤어 코스튬1{/}				
UI_20150317_000268	{@St59}คอสตูมผม 2{/}	{@st59}헤어 코스튬2{/}				
UI_20150317_000269	{@st59}สร้อยคอ{/}	{@st59}목걸이{/}				
UI_20150317_000270	{@st59}คอสตูม{/}	{@st59}코스튬{/}				
UI_20150317_000271	{@st59}ส่วนบน{/}	{@st59}상의{/}				
UI_20150317_000272	{@st59}ถุงมือ{/}	{@st59}장갑{/}				
UI_20150317_000273	{@st59}ส่วนล่าง{/}	{@st59}하의{/}				
UI_20150317_000274	{@st59}รองเท้า{/}	{@st59}신발{/}				
