QUEST_LV_0300_20150717_000029	Notice/!/Now you feel reenergized.#5	Notice/!/ตอนนี้ดูเหมือนคุณจะจัดการความรู้สึกได้แล้ว#5
QUEST_LV_0300_20150717_000030	His Only Desire (1)	ความปรารถนาของเขา (1)
QUEST_LV_0300_20150717_000031	About The Reason Behind His Deathwish	เหตุผลที่ปรารถนาความตาย
QUEST_LV_0300_20150717_000032	His Only Desire (3)	ความปรารถนาของเขา (3)
QUEST_LV_0300_20150717_000033	His Only Desire (2)	ความปรารถนาของเขา (2)
QUEST_LV_0300_20150717_000034	Go to the Cleric Master	ไปหา Cleric Master
QUEST_LV_0300_20150717_000035	Now You Are Unable to Work Together	ตอนนี้คุณไม่สามารถทำงานด้วยกันได้
QUEST_LV_0300_20150717_000036	Destroy the Terminal (1)	ทำลาย เครื่อง Terminal(1)
QUEST_LV_0300_20150717_000037	About the Mainframe and the Terminal	เรื่องของศูนย์ควบคุมกับเครื่อง Terminal
QUEST_LV_0300_20150717_000038	Avoid the monsters' attacks and destroy the terminal!#5	หลบหลีกการโจมตีของมอนสเตอร์และทำลาย เครื่อง Terminal!#5
QUEST_LV_0300_20150717_000039	Destroy the Terminal (2)	ทำลาย เครื่อง Terminal(2)
QUEST_LV_0300_20150717_000040	Igniting explosive powder/FIRE/2/TRACK_BEFORE/None	จุดไฟexplosive powder/FIRE/2/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000041	Notice/The terminal was destroyed in the explosion!#5	Notice/เครื่อง Terminal ถูกทำลายด้วยระเบิดแล้ว!#5
QUEST_LV_0300_20150717_000042	Destroy the Terminal (3)	ทำลาย เครื่อง Terminal(3)
QUEST_LV_0300_20150717_000043	"And, Eternal Repose (1)"	แล้วพักผ่อนชั่วนิรันดร์ (1)
QUEST_LV_0300_20150717_000044	If You Have Any Final Words	หากมีคำพูดที่จะบอกเป็นครั้งสุดท้าย
QUEST_LV_0300_20150717_000045	"And, Eternal Repose (2)"	แล้วพักผ่อนชั่วนิรันดร์ (2)
QUEST_LV_0300_20150717_000046	Placing the Orb/MAKING/3/TRACK_BEFORE/None	กำลังติดตั้ง Orb/MAKING/3/TRACK_BEFORE/None
QUEST_LV_0300_20150717_000047	"And, Eternal Repose (3)"	แล้วพักผ่อนชั่วนิรันดร์ (3)
QUEST_LV_0300_20150717_000048	Greetings	ทักทาย
QUEST_LV_0300_20150717_000049	Notice/It looks like Svitrigaila's wish was granted#5	Notice/ดูเหมือนสิ่งที่ Svitrigaila ต้องการจะสำเร็จ#5
QUEST_LV_0300_20150717_000050	Inspect the Detector	ตรวจสอบการทำงานของ Detector
QUEST_LV_0300_20150717_000051	Talk to Kupole Meile	สนทนากับ Kupole Meile
QUEST_LV_0300_20150717_000052	Talk to the Kupole whom you saved from the Petrifying Frost.	สนทนากับ Kupole ที่ช่วยคุณจาก Petrifying Frost
QUEST_LV_0300_20150717_000053	Examine the Petrification Detectors	ทดสอบ Petrification detector
QUEST_LV_0300_20150717_000054	Check the detectors in areas you haven't been to yet to help Kupole Meile guide the souls safely from the Petrifying Frost.	ตรวจสอบ Detector ในบริเวณที่ยังไม่ได้ไปเพื่อช่วยให้ Kupole Meile สามารถนำทางดวงวิญญาณไปได้อย่างปลอดภัยจากPetrifying Frost
QUEST_LV_0300_20150717_000055	Return to Kupole Meile	กลับไปหา Kupole Meile
QUEST_LV_0300_20150717_000056	You checked all 4 detectors except the one at the entrance. Now return to Kupole Meile.	คุณตรวจสอบ  Detector ทั้ง 4 อันแล้วยกเว้นที่อยู่ตรงเข้า ตอนนี้กลับไปหา Kupole Meile
QUEST_LV_0300_20150717_000057	You have something to say about reactivating the malfunctioning detector. Talk to Kupole Meile again.	มีบางสิ่งที่คุณต้องบอกเพื่อให้  Detector ที่พังกลับมาใช้งานได้อีกครั้ง สนทนากับ Kupole Meile อีกครั้ง
QUEST_LV_0300_20150717_000058	Meet with Royal Army Guard Retia	พบกับ Retia องครักษ์แห่งกองทัพจักรวรรดิ
QUEST_LV_0300_20150717_000059	Kupole said that the Royal Army installed the petrification detectors. Meet Royal Army Guard Retia at Verkti Square.	Kupole บอกว่ากองทัพจักรวรรดิติดตั้ง Petrification detectorเอาไว้ ไปพบกับ Retia องครักษ์แห่งกองทัพจักรวรรดิที่จัตุรัส Verkti
QUEST_LV_0300_20150717_000060	Talk some more with Royal Army Guard Retia about the malfunctioning detector at the Coastal Fortress.	พูดคุยกับRetia องครักษ์แห่งกองทัพจักรวรรดิเกี่ยวกับ Detector ที่ไม่ทำงานที่อยู่ Coastal Fortress
QUEST_LV_0300_20150717_000061	Find a part for the petrification detector	หาชิ้นส่วนของ Petrification detector
QUEST_LV_0300_20150717_000062	"Listen to Royal Army Guard Retia and look for the soldiers that were dispatched to the Coastal Fortress. If something has happened to them, you'll have to retrieve the part for the detector from their corpses. Also, try hunting the monsters in the area."	Retia องครักษ์แห่งกองทัพจักรวรรดิบอกให้มองหาทหารที่ประจำอยู่ Coastal Fortress ถ้ามีอะไรเกิดขึ้นกับพวกเขาคุณก็อาจจะได้รับชิ้นส่วนอย่างจากศพพวกเขา และลองพยายามล่าพวกมอนสเตอร์ที่อยู่บริเวณนั้นด้วย
QUEST_LV_0300_20150717_000063	Meet with Kupole Meile	พบกับ Kupole Meile
QUEST_LV_0300_20150717_000064	"Unfortunately, the Royal Army soldiers did not survive, but you were able to collect all the necessary parts for the detector. Now, go tell Kupole what has happened, and then go repair the petrification detector."	โชคไม่ดีที่ทหารจากกองทัพจักรวรรดิไม่มีใครรอดชีวิตแต่คุณก็สามารถรวบรวมชิ้นส่วนมาได้ ตอนนี้ไปพบกับ Kupole เพื่อบอกเรื่องราวที่เกิดขึ้นและซ่อม Petrification detector
QUEST_LV_0300_20150717_000065	"Before you go to repair the petrification detector, talk to Kupole Meile about the situation at hand."	ก่อนที่คุณจะไปซ่อม Petrification detector ลองสนทนากับ Kupole Meile  เกี่ยวกับสถานการณ์นี้
QUEST_LV_0300_20150717_000066	Repair the Petrification Detector	ซ่อม Petrification detector
QUEST_LV_0300_20150717_000067	Repair the first petrification detector that wasn't working.	ซ่อม Petrification detector ครั้งแรกที่ยังไม่ทำงาน
QUEST_LV_0300_20150717_000068	You have defeated all of the monsters that began to attack when you tried to repair the petrification detector. Now you can go back to repairing the petrification detector in peace.	คุณพยายามที่จะซ่อม Petrification detectorและทำลายมอนสเตอร์ที่มาก่อกวนทั้งหมดแล้ว ตอนนี้คุณน่าจะสามารถซ่อม  Petrification detector ได้อย่างสบายใจแล้ว
QUEST_LV_0300_20150717_000069	Repair the Third Petrification Detector	ซ่อม Petrification detector ครั้งที่ 3
QUEST_LV_0300_20150717_000070	Now go repair the third petrification detector.	ลองซ่อม Petrification detector ครั้งที่ 3
QUEST_LV_0300_20150717_000071	Find Fastening String	หา Fastening String
QUEST_LV_0300_20150717_000072	You'll need some string to attach and secure the part to the detector. Try hunting some from monsters.	ดูเหมือนคุณจะต้องเการเชือกที่สามารถจะมัดชิ้นส่วน Detector ลองหาดูจาการล่ามอนสเตอร์
QUEST_LV_0300_20150717_000073	You have collected enough string to fasten the part. Now repair the third petrification detector.	รวบรวม Fastening String มาได้ทั้งหมดแล้ว ตอนนี้ลองซ่อม Petrification detector ครั้งที่ 3 ดู
QUEST_LV_0300_20150717_000074	Hunt monsters and collect %s	กำจัดมอนสเตอร์และรวบรวม %s
QUEST_LV_0300_20150717_000075	Hunt monsters and collect string	กำจัดมอนสเตอร์และรวบรวม string
QUEST_LV_0300_20150717_000076	Go let Kupole Meile know that you have repaired all of the petrification detectors.	ไปบอก Kupole Meile ว่าคุณซ่อม Petrification detectors ทั้งหมดแล้ว
QUEST_LV_0300_20150717_000077	Examine the Mysterious Device	ตรวจสอบอุปกรณ์ต้องสงสัย
QUEST_LV_0300_20150717_000078	"As you approach the unknown device, you feel strangely drawn to it and can't help but inch closer. What could this device be? Maybe you'd find out if you try touching it?"	เมื่อเข้าไปใกล้อุปกรณ์ที่ไม่รู้จักแล้วทำให้รู้สึกเหมือนถูกดูดให้เข้าไป อุปกรณ์นี้คืออะไร คุณจะไม่มีทางรู้ได้เลยหากไม่ลองสัมผัส
QUEST_LV_0300_20150717_000079	Find Svitrigaila	ไปหา Svitrigaila
QUEST_LV_0300_20150717_000080	"You begin to feel weaker and weaker, as if your soul is being drained from your body. Find someone who can help you out of this situation."	คุณเริ่มรู้สึกอ่อนแอลงเรื่อยๆ เหมือนกับว่าจิตวิญญาณกำลังจะหลุดลอยออกจากร่าง ดูเหมือนจะต้องลองใครใครสักคนมาช่วยคุณ
QUEST_LV_0300_20150717_000081	His Only Desire	ความปรารถนาของเขา
QUEST_LV_0300_20150717_000082	Talk with Svitrigaila	สนทนากับ Svitrigaila
QUEST_LV_0300_20150717_000083	It looks like you're going to have to listen to Svitrigaila's story.	ดูท่าทางจะต้องลองฟังเรื่องราวจาก Svitrigaila
QUEST_LV_0300_20150717_000084	Gather Poisonous Weeds	รวบรวม Poisonous Herb
QUEST_LV_0300_20150717_000085	"Svitrigaila tells you that, as a Revelator, it wouldn't be bad for you to help him commit suicide, and he asks you to gather some poisonous herbs for him."	Svitrigaila ผู้เป็น Revelator บอกกับคุณว่ามันไม่ได้เป็นเรื่องเลวร้ายอะไรที่คุณช่วยเรื่องความตายของเขา ไปตามที่เขาบอกเพื่อรวบรวม Poisonous Herbs
QUEST_LV_0300_20150717_000086	Give Svitrigaila the Poisonous Herbs	มอบ Poisonous Herb ให้แก่ Svitrigaila
QUEST_LV_0300_20150717_000087	You have gathered all of the poisonous herbs that Svitrigaila asked you to get. Now return to Svitrigaila and give him the poisonous herbs you've collected.	ดูเหมือนว่าคุณจะรวบรวม Poisonous Herb ตามที่ Svitrigaila บอกได้ครบแล้ว ตอนนี้กลับไปหา Svitrigaila และมอบ Poisonous Herb ให้แก่เขา
QUEST_LV_0300_20150717_000088	Talk to the Cleric Master to get the holy water that Svitrigaila needs.	สนทนากับ Cleric Master เพื่อขอ Holy water  ที่ Svitrigaila ต้องการ
QUEST_LV_0300_20150717_000089	Return to Svitrigaila	กลับไปหา Svitrigaila
QUEST_LV_0300_20150717_000090	"The Cleric Master stubbornly refused your request. That's unfortunate. Well anyhow, go tell Svitrigaila what happened."	Cleric Master ปฏิเสธคำขอร้องของคุณ ถึงแม้จะเสียดายแต่ก็ช่วยไม่ได้รีบกลับไปบอกเรื่องนี้กับ Svitrigaila
QUEST_LV_0300_20150717_000091	"You gave Svitrigaila the poisonous herbs, and it appears that he ate them, but you don't see any change in him. Try speaking to him again."	มอบ Poisonous Herb ให้ Svitrigaila แล้วและเมื่อเขากิน Poisonous Herb เข้าไปแล้วดูเหมือนว่าจะไม่เห็นผลลัพธ์อะไร ลองพูดคุณกับเขาอีกครั้ง
QUEST_LV_0300_20150717_000092	"Seeing as there was no effect on Svitrigaila when he ate the poisonous herbs, it must be that he needs to mix them with holy water first, and then eat them to get the desired result. Find the Cleric Master and get the holy water from him."	เมื่อกิน Poisonous Herb เข้าไปแล้วไม่มีผลลัพธ์อะไร  ดูเหมือนว่าเขาจึงลองกินมันพร้อมกับ Holy water  ลองไปหา Cleric Master เพื่อขอ  Holy water
QUEST_LV_0300_20150717_000093	Destroy the Terminal	ทำลาย เครื่อง Terminal
QUEST_LV_0300_20150717_000094	Talk with Svitrigaila some more.	สนทนากับ Svitrigaila อีกครั้ง
QUEST_LV_0300_20150717_000095	Destroy the Soul Compactor Terminal	ทำลาย Soul Compactorเครื่อง Terminal
QUEST_LV_0300_20150717_000096	"In order to help Svitrigaila, you'll have to destroy the Soul Compaction Device. You'll need to gather some tools to help you destroy the Soul Compaction Device terminal, and then its the mainframe, beforehand. First things first, destroy the first terminal."	เพื่อช่วย Svitrigaila ดูเหมือนจะต้องทำลายอุปกรณ์ Soul Compactor ก่อน และคุณจะต้องรวบรวมเครื่องมือบางอย่างเพื่อช่วยในการทำลาย Soul Compactorเครื่อง Terminal นั้น ก่อนอื่นให้ทำลายเครื่อง Terminal อันแรกก่อน
QUEST_LV_0300_20150717_000097	Inform Svitrigaila	ไปหา Svitrigaila
QUEST_LV_0300_20150717_000098	You have destroyed the terminal. And you successfully retrieved the Terminal Core. Give the core to Svitrigaila.	คุณทำลาย  เครื่อง Terminal แล้ว และยังประสบความสำเร็จในการกู้ Core เครื่อง Terminal อีกด้วย เอามันกลับไปหา Svitrigaila
QUEST_LV_0300_20150717_000099	Destroy the Terminal and retrieve its core	ทำลายเครื่อง Terminal และกู้ Core
QUEST_LV_0300_20150717_000100	Ask Svitrigaila how to destroy the terminal in the next area.	ลองถาม Svitrigaila ว่าจะทำลาย เครื่อง Terminal  ต่อไปได้อย่างไร
QUEST_LV_0300_20150717_000101	Scrape off and collect Petrification Particles	บดและรวบรวม petrification powder
QUEST_LV_0300_20150717_000102	"According to Svitrigaila, you need to amplify the power of the explosive powder in order to destroy the next terminal, and for that, you'll need to scrape off and collect particles from petrified objects in this area."	จากคำพูดของ Svitrigaila คุณต้องบดและรวบรวม petrification powder จากแร่หินที่อยู่ในพื้นที่นั้นเพื่อนำมาเป็นวัสดุทำปฏิกิริยากับexplosive powderสำหรับใช้ทำลาย เครื่อง Terminal
QUEST_LV_0300_20150717_000103	Blow up the Terminal	ระเบิด เครื่อง Terminal
QUEST_LV_0300_20150717_000104	Use the explosive powder Svitrigaila gave you and the petrification particles you collected to blow up the second terminal.	ใช้ explosive powder ที่ Svitrigaila ให้กับ petrification powders ระเบิด เครื่อง  second terminal
QUEST_LV_0300_20150717_000105	Ask Svitrigaila what you need to do to destroy the next terminal.	ถาม Svitrigaila  ว่าจะต้องทำลาย  เครื่อง Terminal ต่อไปได้อย่างไร
QUEST_LV_0300_20150717_000106	Destroy the Terminal	ทำลายเครื่อง Terminal
QUEST_LV_0300_20150717_000107	Svitrigaila says that the third terminal will get knocked out if anything comes near it. Retrieve the core from the petrified monsters nearby and throw it at the terminal to destroy it.	Svitrigaila บอกให้คุณเข้าไปใกล้กับ  เครื่อง Terminal ที่สามเพื่อน็อคดาวน์ กู้  Core  กลับคืนมาจาก petrified monster ที่อยู่ใกล้ๆ แล้วโยนมันไปที่  เครื่อง Terminal เพื่อทำลาย
QUEST_LV_0300_20150717_000108	And Eternal Repose	แล้วก็พักผ่อนตลอดกาล
QUEST_LV_0300_20150717_000109	"Now that you've gotten rid of all the terminals, return to Svitrigaila."	คุณจัดการกับ เครื่อง Terminal ทั้งหมดแล้วลองกลับไปหา Svitrigaila
QUEST_LV_0300_20150717_000110	Find materials to craft the Magic Orb	หาวัสดุสำหรับ Magic Orb
QUEST_LV_0300_20150717_000111	Svitrigaila gave you a manual to create a magic orb that can free the trapped souls from the Soul Compactor. Gather the necessary crafting materials that Svitrigaila  was unable to get from monsters and then use the manual to craft Svitrigaila's Orb.	Svitrigaila ให้คู่มือสำหรับสร้าง magic Orb ที่จะสามารถปล่อยวิญญาณให้เป็นอิสระจาก Soul Compactorจากนั้นรวบรวมวัสดุที่จำเป็นที่ Svitrigaila ไม่สามารถหาได้จากมอนสเตอร์แล้วลองใช้คู่มือสร้าง Svitrigaila's Orb ดู
QUEST_LV_0300_20150717_000112	Destroy the Soul Compactor	ทำลายSoul Compactor
QUEST_LV_0300_20150717_000113	You have crafted Svitrigaila's Orb. Now take the orb to the Soul Compactor.	คุณสร้าง Svitrigaila's Orb ได้แล้ว ตอนนี้เอาไปที่Soul Compactor
QUEST_LV_0300_20150717_000114	Destroy the Soul Compactor	ทำลายSoul Compactor
QUEST_LV_0300_20150717_000115	Destroy the Soul Compactor with Svitrigaila's Orb.	ทำลาย Soul Compactorและเอา Svitrigaila's Orb มา
QUEST_LV_0300_20150717_000116	"Once you placed Svitrigaila's Orb, monsters started turning wild and rushing towards you! {nl}Fight off the monsters!"	ติดตั้ง Svitrigaila's Orb แล้วทำให้เกิดปฏิกิริยารุนแรง พวกมอนสเตอร์บุกเข้ามา{nl}จัดการมอนสเตอร์นั้นซะ!
QUEST_LV_0300_20150717_000117	The Soul Compactor has been destroyed. Now return to Svitrigaila.	Soul Compactor ถูกทำลายแล้ว ตอนนี้กลับไปหา Svitrigaila
QUEST_LV_0300_20150717_000118	Say your final farewell to Svitrigaila	กล่าวลา Svitrigaila
QUEST_LV_0300_20150717_000119	It looks like it's time to grant Svitrigaila's wish.	น่าจะเป็นเวลาสำหรับฟังความต้องการของ Svitrigaila
QUEST_LV_0300_20150729_000120	"If you help me die, I'll release you from that curse."	ถ้ามอบความตายให้แก่ฉัน ฉันจะปลดปล่อยคุณจากคำสาป
QUEST_LV_0300_20150729_000121	"Who cares what happens to this body that I can't move, or even escape from.{nl}I just want to rest a little."	เกิดอะไรขึ้นทำไมร่างกายถึงขยับไม่ได้{nl}ฉันแค่อยากพักเท่านั้น
QUEST_LV_0300_20150729_000122	You just need to gather the poisonous weeds from the area above us.	คุณต้องไปหา  poisonous weed ที่อยู่ด้านบนนั้น
QUEST_LV_0300_20150729_000123	That area's known for its Bluebane...	เป็นที่รู้กันว่ามันมีพิษร้ายแรงมาก
QUEST_LV_0300_20150729_000124	Thank you. Let me try eating these one by one...	ขอบคุณ ขอฉันลองกินดูหน่อย
QUEST_LV_0300_20150729_000125	"Just as I feared... I'm still here.{nl}I heard the Cleric Master has holy water that, when mixed with Bluebane, {nl}can easily kill any demon."	เป็นไปตามคาดฉันยังอยู่ที่นี่{nl}ฉันรู้ว่า Cleric Master มี Holy water ที่เมื่อผสมกับ Bluebane {nl}จะสามารถฆ่าได้แม้กระทั่งปีศาจ
QUEST_LV_0300_20150729_000126	Cleric Master!{nl}Go to him and get some holy water.	Cleric Master!{nl}ไปหาเขาแล้วเอา Holy water มา
QUEST_LV_0300_20150729_000127	Have a safe journey to Klaipeda.	ขอให้เดินทางปลอดภัยไปจนถึง Klaipeda
QUEST_LV_0300_20150729_000128	...?{nl}The soulkeeper of Dingofasil District?{nl}Isn't he a demon?	?{nl}soulkeeper แห่ง Dingofasil?{nl}หรือว่าจะเป็นปีศาจ ?
QUEST_LV_0300_20150729_000129	"Are you helping a demon?{nl}I won't pry into your personal affairs, but as a master serving the goddess, {nl}I cannot get involved in this. Please leave this place."	คุณทำงานให้ปีศาจใช่ไหม?{nl}ฉันจะไม่สนใจเรื่องส่วนตัวของคุณหรอกนะแต่เพราะเป็นมาสเตอร์ผู้รับใช้เทพธิดา{nl}ดังนั้นจึงไม่สมารถรวมงานด้วยได้ ได้โปรดกลับไปซะเถอะ
QUEST_LV_0300_20150729_000130	I will never involve myself in a demon's work.	ฉันจะไม่มีวันร่วมมือกับพวกปีศาจเด็ดขาด
QUEST_LV_0300_20150729_000131	I see... I should have expected that...{nl}I was a fool to hope otherwise.	ฉันรู้ฉันทำได้แค่ไหน{nl}ฉันก็แค่คาดหวังเท่านั้น
QUEST_LV_0300_20150729_000132	"If it comes down this, I guess I'll have to try that method now.{nl}Destroying the Soul Compactor that's here... The beings that sent me here told me.{nl}The Soul Compactor and I are one and the same. Why didn't I remember this until now?"	ถ้าเป็นแบบนี้ฉันคิดว่าฉันจะลองทำตามวิธีนั้นดู{nl}ทำลาย Soul Compactor ของที่นี่ พวกที่ส่งฉันมาที่นี่บอกฉัน{nl}Soul Compactorกับฉันเป็นหนึ่งเดียวกัน ทำไมฉันถึงลืมไปได้นะ
QUEST_LV_0300_20150729_000133	"Somewhere in this area is a Soul Compactor that absorbs human souls.{nl}It condenses their energy and uses it.{nl}This is a really suitable location for the Soul Compactor because, {nl}even after the Petrifying Frost blew through, it's still bustling with the activity of the {nl}Knights of Kaliss, grave robbers, and the soldiers of the Royal Army."	"Soul Compactor ที่อยู่ตรงไหนซักแห่งในบริเวณนี้มันเป็นอุปกรณ์ดูดวิญญาณมนุษย์{nl}มันคงจะรวบรวมพลังงานนั้นไปใช้ที่ไหนสักแห่ง{nl}มันเป็นสถาที่เหมาะสมสำหรับ Soul Compactorเพราะ{nl}แม้หลังจากพวก Petrifying Frost โผล่ออกมาก็ยังคงคึกคักเต็มไปด้วยเหล่า{nl}อัศวินแห่ง Kaliss, Grave robberและทหารจากกองทัพจักรวรรดิ"
QUEST_LV_0300_20150729_000134	"{nl}{nl}If I think about it, the beings that sent me here must have linked my life with the Soul Compactor so that I could collect souls for them forever. So if the Soul Compactor is destroyed, wouldn't I die with it?"	{nl}{nl}เมื่อลองมาคิดดูแล้วพวกที่ส่งฉันมาที่นี่ได้ไม่เชื่อมฉันกับ Soul Compactorเพื่อที่จะรวบรวมวิญญาณอมตะนั้น เพราะฉะนั้นหากทำลาย Soul Compactor ฉันก็จะไม่ตาย
QUEST_LV_0300_20150729_000135	"The Soul Compactor has 3 terminals from which it absorbs souls.{nl}That bad feeling you had earlier was also a terminal trying to absorb your soul.{nl}For now, try to wipe out those terminals."	Soul Compactor ดูดเอาวิญญาณจากเครื่อง Terminal 3 เครื่อง{nl}อารมณ์เลวร้ายที่คุณได้สัมผัสมาก่อนหน้านี้ก็เป็นกระบวนการของเครื่อง Terminal ที่พยายามดูดวิญญาณคุณ{nl}ก่อนอื่นลองจัดการเครื่อง Terminal ดูก่อน
QUEST_LV_0300_20150729_000136	"{nl}If you succeed in destroying a terminal, you should be able to retrieve its core.{nl}You need to collect those cores to craft an orb that will help you destroy the Soul Compactor."	{nl}เมื่อทำลายสำเร็จแล้ว คุณจึงจะสามารถกู้ Core เครื่อง Terminal{nl}คุณต้องรวบรวม Core พวกนั้นแล้วสร้าง Orb เพื่อช่วยทำลายSoul Compactor
