UI_20150317_000051	{@st59}Previous Page{/}	{@st59}หน้าก่อนหน้า{/}
UI_20150317_000052	{@st59}Next Page{/}	{@st59}หน้าถัดไป{/}
UI_20150317_000053	{@st47}%s appeared!	{@st47}%s ปรากฏตัวแล้ว!
UI_20150317_000054	{@st43}Score{/}	{@st43}คะแนน{/}
UI_20150317_000055	Damage Received	ความเสียหายที่ได้รับ
UI_20150317_000056	Technique Bonus	โบนัสเทคนิค
UI_20150317_000057	Evasion Bonus	โบนัสหลบหลีก
UI_20150317_000058	Clear Time	เวลาผ่านด่าน
UI_20150317_000059	Total Score	คะแนนรวม
UI_20150317_000060	{@st42}Elapsed Time	{@st42}เวลาที่ใช้ไป
UI_20150317_000061	10 minutes	10 นาที
UI_20150317_000062	10 seconds	10 วินาที
UI_20150317_000063	{@st44}Complete	{@st44}เสร็จสมบูรณ์
UI_20150317_000064	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000065	{@st43}Buff Vending Machine	{@st43}ตู้กดบัฟ
UI_20150317_000066	Vending Machine Name	ชื่อตู้กดบัฟ
UI_20150317_000067	{@st43}Register	{@st43}ลงทะเบียน
UI_20150317_000068	{@st43}Cancel	{@st43}ยกเลิก
UI_20150317_000069	Buff Vending Machine	ตู้กดบัฟ
UI_20150317_000070	{@st59}Close	{@st59}ปิด
UI_20150317_000071	{@st59}Buff Vending Machine{nl} - You can pay silver to receive buffs from another player.	{@st59}ตู้กดบัฟ{nl} - คุณสามารถใช้ Silver จ่ายแลกกับบัฟจากผู้เล่นอื่นได้
UI_20150317_000072	Carriage Menu	Carriage Menu
UI_20150317_000073	{ol}{s22}Disembark{/}	{ol}{s22}Disembark{/}
UI_20150317_000074	Casting	กำลังร่าย
UI_20150317_000075	{@st43}Game Settings{/}	{@st43}ตั้งค่าเกม{/}
UI_20150317_000076	{@st64}Use the arrow keys to select a cell!	{@st64}ใช้ปุ่มลูกศรเพื่อเลื่อนไปในแต่ละช่อง!
UI_20150317_000077	{@st43}Advancement Information {/}	{@st43}ข้อมูลการเลื่อนขั้น {/}
UI_20150317_000078	{@st43}Select Class	{@st43}เลือกอาชีพ
UI_20150317_000079	Psychokinesist	Psychokinesist
UI_20150317_000080	{@st42}%s Circle {/}	{@st42}%s Circle {/}
UI_20150317_000081	How many circles	How many circles
UI_20150317_000082	Displays a brief description of the class.	แสดงคำอธิบายโดยย่อของอาชีพนั้น
UI_20150317_000083	{@st41b}Attack {@sti7}%s{/}	{@st41b}โจมตี {@sti7}%s{/}
UI_20150317_000084	{@st41b}Support {@sti7}%s{/}	{@st41b}สนับสนุน {@sti7}%s{/}
UI_20150317_000085	{@st41b}Difficulty{@sti7}%s{/}	{@st41b}ระดับความยาก{@sti7}%s{/}
UI_20150317_000086	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000087	Advancement Alarm	แจ้งเตือนการเลื่อนขั้น
UI_20150317_000088	{@st43} Advancement	{@st43} การเลื่อนขั้น
UI_20150317_000089	{@sti7}{s14} Character {/}	{@sti7}{s14} ตัวละคร {/}
UI_20150317_000090	{@sti8}{s14} Class {/}	{@sti8}{s14} อาชีพ {/}
UI_20150317_000091	{@st44}Chat{/}	{@st44}แชท{/}
UI_20150317_000092	To. WWWWWWWW and 1 other	ถึง WWWWWWWW และอีก 1 คน
UI_20150317_000093	General: /s chat {nl} Shout: /y chat {nl} Party: /p chat{nl} Whisper: /w character's username chat	ทั่วไป: /s ข้อความ {nl} ตะโกน: /y ข้อความ {nl} ปาร์ตี้: /p ข้อความ{nl} กระซิบ: /w ชื่อตัวละคร ข้อความ
UI_20150317_000094	{@st41}All Chat{/}	{@st41}แชททั้งหมด{/}
UI_20150317_000095	{@59}Quit{/}	{@59}ออก{/}
UI_20150317_000096	{@59}Invite{/}	{@59}เชิญ{/}
UI_20150317_000097	{@st59}All{/}	{@st59}ทั้งหมด{/}
UI_20150317_000098	{@st59}Normal (/s chat){/}	{@st59}ทั่วไป (/s ข้อความ){/}
UI_20150317_000099	{@st59}Shout (/y chat){/}	{@st59}ตะโกน (/y ข้อความ){/}
UI_20150317_000100	{@st59}Party (/p chat){/}	{@st59}ปาร์ตี้ (/p ข้อความ){/}
UI_20150317_000101	{@st59}Whisper (/w team name chat){/}	{@st59}กระซิบ (/w ชื่อทีม ข้อความ){/}
UI_20150317_000102	{@st59}Adjust Chat Window{/}	{@st59}ปรับหน้าต่างแชท{/}
UI_20150317_000103	{@st43}{s22}Chat Macro{/}	{@st43}{s22}มาโครแชท{/}
UI_20150317_000104	{@st43}Macro{/}	{@st43}มาโคร{/}
UI_20150317_000105	{@st59b}Macro {nl} {@st59s} - How to use: {nl} 1. Drag a gesture icon to any gesture slots at the bottom. {nl} 2. Write your phrase and save. {nl} 3. Use the shortcut key to simultaneously use the phrase and make the gesture. {/}	{@st59b}มาโคร {nl} {@st59s} - วิธีการใช้: {nl} 1. ลากไอคอนท่าทางไปวางในช่องใส่ท่าทางด้านล่าง {nl} 2. เขียนข้อความที่คุณต้องการแล้วกดบันทึก {nl} 3. กดคีย์ลัดเพื่อทำท่าทางและพูดข้อความที่ตั้งไว้ไปพร้อมๆ กัน {/}
UI_20150317_000106	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000107	{@st41b}Save{/}	{@st41b}บันทึก{/}
UI_20150317_000108	{@st59}Save{/}	{@st59}บันทึก{/}
UI_20150317_000109	{@st41b}Cancel{/}	{@st41b}ยกเลิก{/}
UI_20150317_000110	{@st59}Cancel{/}	{@st59}ยกเลิก{/}
UI_20150317_000111	{@st42}Chat Settings	{@st42}ตั้งค่าแชท
UI_20150317_000112	{@st42}Transparency	{@st42}ความโปร่งใส
UI_20150317_000113	Show Chat Balloon	แสดงบอลลูนแชท
UI_20150317_000114	Show Shouts on Top	แสดงตะโกนไว้ด้านบนสุด
UI_20150317_000115	{@st43}Cheat List{/}	{@st43}รายชื่อสูตร{/}
UI_20150317_000116	{@st42b}Item{/}	{@st42b}ไอเทม{/}
UI_20150317_000117	{@st42b}Monster{/}	{@st42b}มอนสเตอร์{/}
UI_20150317_000118	{@st42b}Move map{/}	{@st42b}ย้ายแผนที่{/}
UI_20150317_000119	{@st42b}Combat Order{/}	{@st42b}Combat Order{/}
UI_20150317_000120	{@st41b}Close{/}	{@st41b}ปิด{/}
UI_20150317_000121	{s16}{b}Create items by clicking on the Create button or double-click.	{s16}{b}สร้างไอเทมโดยคลิกที่ปุ่ม สร้าง หรือดับเบิ้ลคลิก
UI_20150317_000122	{s16}{b}ea	{s16}{b}ea
UI_20150317_000123	{s16}{b}Lv.	{s16}{b}Lv.
UI_20150317_000124	{@st41b}Search{/}	{@st41b}ค้นหา{/}
UI_20150317_000125	{s16}{b}Summon monsters by clicking on the Create button or double-click.	{s16}{b}เรียกมอนสเตอร์ออกมาโดยคลิกที่ปุ่ม สร้าง หรือดับเบิ้ลคลิก
UI_20150317_000126	{s16}{b}ea	{s16}{b}ea
UI_20150317_000127	{s16}{b}Select a desired area.	{s16}{b}เลือกพื้นที่ที่ต้องการ
UI_20150317_000128	{s18}{b}View Minimap{/}	{s18}{b}ดูแผนที่ย่อ{/}
UI_20150317_000129	{@st41b}Tool List{/}	{@st41b}รายการเครื่องมือ{/}
UI_20150317_000130	{@st59b}Collection {nl}{@st59s}- Purchase the Collection Deck to add collectible items to your collection. {nl} - The collection hotkey will be enabled when you use the Collection Deck Item. {nl} {/}	{@st59b}คอลเลกชัน {nl}{@st59s}- ซื้อ Collection Deck เพื่อเก็บไอเทมที่สะสมได้ไว้ในคอลเลกชันของคุณ {nl} - คีย์ลัดของคอลเลกชันจะกดใช้ได้เมื่อคุณใช้งานไอเทม Collection Deck {nl} {/}
UI_20150317_000131	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000132	{@st43}Collection{/}	{@st43}คอลเลกชัน{/}
UI_20150317_000133	{@st43}Color Spray{/}	{@st43}สเปรย์สี{/}
UI_20150317_000134	{@st49}Color Spray{/}	{@st49}สเปรย์สี{/}
UI_20150317_000135	{@st49}Color{/}	{@st49}สี{/}
UI_20150317_000136	{@st49}Remaining{/}	{@st49}คงเหลือ{/}
UI_20150317_000137	{@st49}Brush{/}	{@st49}แปรง{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Draw{/}{/}	{@st49}{a END_EDIT_SPRAY}วาด{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Save{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}บันทึก{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Import{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}นำเข้า{/}{/}
UI_20150317_000141	{@st49}Close{/}	{@st49}ปิด{/}
UI_20150317_000142	{@st43}Companion Adoption	{@st43}การรับเลี้ยงสัตว์
UI_20150317_000143	{@st59}Enter the name of your newly adopted companion {/}	{@st59}ตั้งชื่อสัตว์เลี้ยงตัวใหม่ของคุณ {/}
UI_20150317_000144	{@st41b}Name{/}	{@st41b}ชื่อ{/}
UI_20150317_000145	{@st41b}Price %s{/}	{@st41b}ราคา %s{/}
UI_20150317_000146	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000147	{@st41b}Adopt	{@st41b}รับเลี้ยง
UI_20150317_000148	{@st59}Confirm{/}	{@st59}ยืนยัน{/}
UI_20150317_000149	{@st43}Companion Shop	{@st43}ร้านค้าสัตว์เลี้ยง
UI_20150317_000150	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000151	{@st43}Other Character Info{/}{@st42}	{@st43}ข้อมูลตัวละครอื่น{/}{@st42}
UI_20150317_000152	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000153	{@st41b}Information	{@st41b}ข้อมูล
UI_20150317_000154	{@st41b}Record	{@st41b}สถิติ
UI_20150317_000155	Team Name	ชื่อทีม
UI_20150317_000156	Character Name	ชื่อตัวละคร
UI_20150317_000157	Circle {#ffff00}%s{/} %s Lv. {#ffff00}%s{/}	Circle {#ffff00}%s{/} %s Lv. {#ffff00}%s{/}
UI_20150317_000158	Warrior	Warrior
UI_20150317_000159	Adventure Index {#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)	ดัชนีผจญภัย {#ffff00}%s{/} (อันดับ{#ffff00}%s{/}/%s)
UI_20150317_000160	Adventure Index {#ffff00}%s{/} ({#ffff00}Unranked{/})	ดัชนีผจญภัย {#ffff00}%s{/} ({#ffff00}ไม่อยู่ในอันดับ{/})
UI_20150317_000161	Total Achievements : {#ffff00}%s{/}	ความสำเร็จรวม : {#ffff00}%s{/}
UI_20150317_000162	Settings	ตั้งค่า
UI_20150317_000163	Clear the tab title to delete the tab.	ลบชื่อแท็บออกเพื่อลบแท็บ
UI_20150317_000164	{@st49}All{/}	{@st49}ทั้งหมด{/}
UI_20150317_000165	{@st49}System{/}	{@st49}ระบบ{/}
UI_20150317_000166	{@st49}Talk{/}	{@st49}พูดคุย{/}
UI_20150317_000167	{@st49}Combat{/}	{@st49}ต่อสู้{/}
UI_20150317_000168	{@st49}Item{/}	{@st49}ไอเทม{/}
UI_20150317_000169	{@st43}Credits{/}	{@st43}เครดิต{/}
UI_20150317_000170	{@st43}Lock Target settings {/}	{@st43}ตั้งค่าล็อคเป้าหมาย {/}
UI_20150317_000171	NPC Name	ชื่อ NPC
UI_20150317_000172	Compare	เปรียบเทียบ
UI_20150317_000173	Illustration	Illustration
UI_20150317_000174	Select a conversation	เลือกบทสนทนา
UI_20150317_000175	Text Help	Text Help
UI_20150317_000176	{@st41}Item Crafting{/}	{@st41}การสร้างไอเทม{/}
UI_20150317_000177	{@st45tw2}Crafting the item...	{@st45tw2}กำลังสร้างไอเทม...
UI_20150317_000178	%r seconds	%r วินาที
UI_20150317_000179	{@st41}Cancel{/}	{@st41}ยกเลิก{/}
UI_20150317_000180	{@st45tw2}Quantity{/}	{@st45tw2}ปริมาณ{/}
UI_20150317_000181	{@st45tw2}Do you want to craft this item?	{@st45tw2}คุณต้องการสร้างไอเทมนี้หรือไม่?
UI_20150317_000182	{@st41}Confirm{/}	{@st41}ยืนยัน{/}
UI_20150317_000183	Quest Information	ข้อมูลเควส
UI_20150317_000184	{@st59}Cancel Trade{/}	{@st59}ยกเลิกการแลกเปลี่ยน{/}
UI_20150317_000185	{@st43}Personal Trade{/}	{@st43}แลกเปลี่ยนส่วนตัว{/}
UI_20150317_000186	My Trading List	My Trading List
UI_20150317_000187	Silver : %s	Silver : %s
UI_20150317_000188	Enter	เข้า
UI_20150317_000189	{@st41}Accept	{@st41}ยอมรับ
UI_20150317_000190	{@st41}Confirm	{@st41}ยืนยัน
UI_20150317_000191	Other Player's (%s) Trading List	ผู้เล่นคนอื่น (%s) รายการซื้อขาย
UI_20150317_000192	Other Player's Name	ชื่อผู้เล่นอื่น
UI_20150317_000193	{s18}{ol} {gr gradation1}Field Event{/}	{s18}{ol} {gr gradation1}กิจกรรมภาคสนาม{/}
UI_20150317_000194	{s20}{ol}Defeat the Vubbe Tribe! Would you like to join?	{s20}{ol}กำจัด Vubbe Tribe ให้จงได้! คุณต้องการเข้าร่้วมหรือไม่?
UI_20150317_000195	{s20}{ol}%s Would you like to join?	{s20}{ol}%s คุณต้องการเข้าร่วมหรือไม่?
UI_20150317_000196	{s20}{ol}Participants : (1/5)	{s20}{ol}ผู้เข้าร่วม : (1/5)
UI_20150317_000197	{s20}{ol}Participants : (%s/%s)	{s20}{ol}ผู้เข้าร่วม : (%s/%s)
UI_20150317_000198	{s20}{ol}The game will begin after 1 second.	{s20}{ol}เกมจะเริ่มต้นในอีก 1 วินาที
UI_20150317_000199	{s20}{ol}The game will begin after %s seconds.	{s20}{ol}เกมจะเริ่มต้นในอีก %s วินาที
UI_20150317_000200	Do not show this anymore for today.	ไม่ต้องแสดงอีกแล้วในวันนี้
UI_20150317_000201	Do not show Field Events.	ไม่ต้องแสดง Field Event
UI_20150317_000202	Join Game	เข้าร่วมเกม
UI_20150317_000203	Start a game with other players.	เริ่มเกมพร้อมกับผู้เล่นอื่น
UI_20150317_000204	Decline game invite.	ปฏิเสธคำเชิญร่วมเกม
UI_20150317_000205	Spray Presets	ชุดตั้งค่าสเปรย์
UI_20150317_000206	{@st49}Select{/}	{@st49}เลือก{/}
UI_20150317_000207	{@st49}Cancel{/}	{@st49}ยกเลิก{/}
UI_20150317_000208	{@st49}Delete{/}	{@st49}ลบ{/}
UI_20150317_000209	Enter a file name to save.	กรอกชื่อไฟล์ที่ต้องการบันทึก
UI_20150317_000210	{@st43}Friends	{@st43}เพื่อน
UI_20150317_000211	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000212	"{@st59b}Friends{nl}{@st59s} - Become friends with other players in the game. {nl} - You can check the status of your friends through the Friends List tab. {nl} - In the Manage tab, you can invite, decline or block your friends. {/}"	"{@st59b}เพื่อน{nl}{@st59s} - คุณสามารถเป็นเพื่อนกับผู้เล่นอื่นในเกมได้ {nl} - คุณสามารถดูสถานะของเพื่อนๆ คุณได้จากแท็บ 'รายชื่อ’ {nl} - ในแท็บ 'จัดการ', คุณสามารถเชิญ ปฏิเสธ หรือบล็อคเพื่อนของคุณได้ {/}"
UI_20150317_000213	{@st41b}Show Online{/}	{@st41b}แสดงที่ออนไลน์{/}
UI_20150317_000214	{@st41b}List	{@st41b}รายชื่อ
UI_20150317_000215	{@st41b}Manage	{@st41b}จัดการ
UI_20150317_000216	{@st41b}Send Friend Request	{@st41b}ส่งคำขอเป็นเพื่อน
UI_20150317_000217	{@st41b}Block	{@st41b}บล็อค
UI_20150317_000218	{@st59}Search{/}	{@st59}ค้นหา{/}
UI_20150317_000219	{@st44}Guild{/}	{@st44}กิลด์{/}
UI_20150317_000220	Guild	กิลด์
UI_20150317_000221	List	รายชื่อ
UI_20150317_000222	News	ข่าว
UI_20150317_000223	Guild Mission	ภารกิจกิลด์
UI_20150317_000224	Members Online	สมาชิกที่ออนไลน์
UI_20150317_000225	{@st44}Create Guild{/}	{@st44}สร้างกิลด์{/}
UI_20150317_000226	{@st42}Create{/}	{@st42}สร้าง{/}
UI_20150317_000227	{@st42}Close{/}	{@st42}ปิด{/}
UI_20150317_000228	{@st42}All{/}	{@st42}ทั้งหมด{/}
UI_20150317_000229	{@st42}Today's Rankings{/}	{@st42}อันดับของวันนี้{/}
UI_20150317_000230	{@st42}Weekly Rankings{/}	{@st42}อันดับรายสัปดาห์{/}
UI_20150317_000231	{@st56}Rank {/}	{@st56}อันดับ {/}
UI_20150317_000232	{@st56}Points{/}	{@st56}แต้ม{/}
UI_20150317_000233	{@st56}Class{/}	{@st56}อาชีพ{/}
UI_20150317_000234	{@st56}Name {/}	{@st56}ชื่อ {/}
UI_20150317_000235	Previous Page	หน้าก่อนหน้า
UI_20150317_000236	Next Page	หน้าถัดไป
UI_20150317_000237	{@st42}Search ID{/}	{@st42}ค้นหา ID{/}
UI_20150317_000238	Enter the ID to search	กรอก ID ที่ต้องการค้นหา
UI_20150317_000239	Close the Hall of Fame	ปิด Hall of Fame
UI_20150317_000240	Enter the ID to search	กรอก ID ที่ต้องการค้นหา
UI_20150317_000241	{@st59} Stamina {/}	{@st59} Stamina {/}
UI_20150317_000242	{@st43}Help List{/}	{@st43}รายการคู่มือ{/}
UI_20150317_000243	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000244	"{@st59b}Help List{nl}{@st59s} - If you need help with something, you can always read the Help Topics. {nl} - Select a topic to view more information about it. {/}"	{@st59b}รายการคู่มือ{nl}{@st59s} -  หากต้องการความช่วยเหลือ คุณสามารถแวะมาอ่าน 'หัวข้อคู่มือ' ได้เสมอ {nl} - เลือกหัวข้อเพื่ออ่านข้อมูลเพิ่มเติมในเรื่องนั้นๆ {/}
UI_20150317_000245	{@st43}{s22}Help{/}	{@st43}{s22}คู่มือ{/}
UI_20150317_000246	{@st47_b}{b}Help Topics{/}	{@st47_b}{b}หัวข้อคู่มือ{/}
UI_20150317_000247	{@st42b}Simple Help Contents{/}	{@st42b}เนื้อหาคู่มือแบบเรียบง่าย{/}
UI_20150317_000248	{@st59}View details{/}	{@st59}ดูรายละเอียด{/}
UI_20150317_000249	Please enter a quantity	โปรดกรอกปริมาณ
UI_20150317_000250	{@st59}Enter the contents{/}	{@st59}กรอกเนื้อหา{/}
UI_20150317_000251	{@st41b}Confirm	{@st41b}ยืนยัน
UI_20150317_000252	{@st59}Confirm {/}	{@st59}ยืนยัน {/}
UI_20150317_000253	{@st41b}Close	{@st41b}ปิด
UI_20150317_000254	{@st59}Cancel {/}	{@st59}ยกเลิก {/}
UI_20150317_000255	{@st43}Warp{/}	{@st43}วาร์ป{/}
UI_20150317_000256	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000257	{@st59b}Warp{nl}{@st59s} - Allows you to quickly travel to regions you have already visited. {nl} - Feature is activated when two or more warp points are available. {nl} {/}	{@st59b}วาร์ป{nl}{@st59s} - ทำให้คุณสามารถเดินทางไปยังพื้นที่ที่คุณเคยไปมาแล้วได้อย่างรวดเร็ว {nl} - ระบบนี้จะเปิดให้ใช้เมื่อมีจุดวาร์ปที่ไปได้ตั้งแต่สองจุดขึ้นไป {nl} {/}
UI_20150317_000258	{@st41}Current Location : %s{/}	{@st41}ตำแหน่งขณะนี้ : %s{/}
UI_20150317_000259	{@st43}{s22}Warp{/}	{@st43}{s22}วาร์ป{/}
UI_20150317_000260	{@st41b}Do you want to move to this area?{/}	{@st41b}คุณต้องการเคลื่อนย้ายไปยังพื้นที่นี้?{/}
UI_20150317_000261	What about Siauliai	What about Siauliai
UI_20150317_000262	Coin Consumed : 0	Coin ที่ใช้ : 0
UI_20150317_000263	Intro	บทนำ
UI_20150317_000264	{@st43}Inventory{/}	{@st43}ช่องเก็บของ{/}
UI_20150317_000265	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000266	"{@st59b}Equipment {nl} {@st59s}- Hair/Costume: Equipment to change a characters appearance. {nl} - Weapon: Can equip one-handed or two-handed weapons {nl} (sub-weapon/shield can be equipped with a one-handed weapon) {nl} - Armor: Top, Bottom, Gloves, Shoes. {nl} - Accessories: Can equip 1 Necklace and 2 Bracelets. {nl} {/}"	"{@st59b}อุปกรณ์สวมใส่ {nl} {@st59s}-  ผม/คอสตูม: อุปกรณ์ที่ใช้เปลี่ยนรูปลักษณ์ของตัวละคร {nl} - อาวุธ: สามารถใส่ได้ทั้งอาวุธมือเดียวหรือสองมือ {nl} (อาวุธรอง/โล่ห์สามารถใส่ได้กับอาวุธมือเดียวเท่านั้น) {nl} - ชุดเกราะ: ส่วนบน, ส่วนล่าง, ถุงมือ, รองเท้า {nl} - เครื่องประดับ: สามารถใส่สร้อยคอได้ 1 อันและกำไลอีก 2 อัน {nl} {/}"
UI_20150317_000267	{@st59}Hair Costume 1{/}	{@St59}คอสตูมผม 1{/}
UI_20150317_000268	{@st59}Hair Costume 2{/}	{@St59}คอสตูมผม 2{/}
UI_20150317_000269	{@st59}Necklace{/}	{@st59}สร้อยคอ{/}
UI_20150317_000270	{@st59}Costume{/}	{@st59}คอสตูม{/}
UI_20150317_000271	{@st59}Top{/}	{@st59}ส่วนบน{/}
UI_20150317_000272	{@st59}Gloves{/}	{@st59}ถุงมือ{/}
UI_20150317_000273	{@st59}Bottom{/}	{@st59}ส่วนล่าง{/}
UI_20150317_000274	{@st59}Shoes{/}	{@st59}รองเท้า{/}
UI_20150317_000275	{@st59}Left hand{/}	{@st59}มือซ้าย{/}
UI_20150317_000276	{@st59}Right hand{/}	{@st59}มือขวา{/}
UI_20150317_000277	{@st59}Bracelet 1{/}	{@st59}กำไล 1{/}
UI_20150317_000278	{@st59}Bracelet 2{/}	{@st59}กำไล 2{/}
UI_20150317_000279	{@st59}Armband{/}	{@st59}ปลอกแขน{/}
UI_20150317_000280	{@st59}Search{/}	{@st59}ค้นหา{/}
UI_20150317_000281	Weight	น้ำหนัก
UI_20150317_000282	{@st43}Equipment Buff{/}	{@st43}บัฟอุปกรณ์{/}
UI_20150317_000283	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000284	{@st42}Available for Buff	{@st42}สามารถใช้บัฟได้
UI_20150317_000285	{@st42}Consume{/}	{@st42}ใช้{/}
UI_20150317_000286	{@st42}Run	{@st42}เริ่ม(Run)
UI_20150317_000287	{@st42}Target Item{/}	{@st42}ไอเทมเป้าหมาย{/}
UI_20150317_000288	{@st59}Ring 1{/}	{@st59}แหวน 1{/}
UI_20150317_000289	{@st43}Item Crafting{/}	{@st43}การสร้างไอเทม{/}
UI_20150317_000290	{@st42b}Show Craftable Items{/}	{@st42b}แสดงไอเทมที่สร้างได้{/}
UI_20150317_000291	{@st59}Close{/}	{@st59}ปิด{/}
UI_20150317_000292	{@st43}{s22}Split Item	{@st43}{s22}แบ่งไอเทม
UI_20150317_000293	{@st59}Enter a quantity{/}	{@st59}กรอกปริมาณ{/}
UI_20150317_000294	Monster HP Bar	แถบ HP มอนสเตอร์
UI_20150317_000295	{@st44}Item Set acquired{/}	{@st44}ได้รับเซ็ตไอเทม{/}
UI_20150317_000296	Keyboard Warrior	Keyboard Warrior
UI_20150317_000297	Kills	ยอดฆ่า
